block_time,tx_hash,amount0,amount1
2023-10-01 17:49:07.000 UTC,0xc618c7e7d9457b05f2c559e527b7f03a67374d8fe3b753102d11fdceebd6abe0,4.26574332435e-06,0.007161
2023-10-07 21:06:31.000 UTC,0xc3f795137ecc155ed85e740a0a82cfe41d85b74fc917cbd027f2b899a09db3d3,2.6864707792192e-05,0.043903
2023-10-07 21:43:22.000 UTC,0x6a69d21989818ba6d6670b81b8ad5a69124c7a7a2b72c2d434f65349e12360e9,0.00305932687387915,5
2023-10-07 22:56:08.000 UTC,0xf49f8b420b3e9267f2e813667920b6e6a8cba3279db2139044988073bfbbb77a,0.000818212851592944,1.337242
2023-10-07 23:02:26.000 UTC,0x40aae878d8165a1471e7a37930aa410b2d2ed4dc6a2bdcd7535d59b4ed77dc17,0.006300301825061619,10.296785
2023-10-07 23:06:47.000 UTC,0x7273e5a6e80e790e86cf27a4b1cab896818b8c339b73fd1580886b66d868210e,8.9999485190186e-05,0.147089
2023-10-28 20:56:16.000 UTC,0x3b9527e718b637721c864ba479a01f0c8fa7fbeebd844174ab02f4e0daaa6686,0.002803511314203026,5
2023-10-28 21:03:21.000 UTC,0x3b800f26aac9e798d5392f7a28044060ef98bbcaafeebc4b3a750bedc2842566,5.6070196874719e-05,0.1
2023-10-28 21:39:03.000 UTC,0xbb9bfeb9506409a92e024c789b5b2b2634142211123c751c38fc71716c8ff86c,1.142520707738e-06,0.00204
2023-10-28 23:08:24.000 UTC,0xf4c434100cbea11aae77da3afbfc94a98fffae24d11a50a0b759e540961c7167,9.999491646393e-06,0.017779
2023-10-28 23:46:34.000 UTC,0x86b163c99900eb9a4322850056df59d28eda5fa933570cea40c4c486144fe528,9.9819962193502e-05,0.177458
2023-10-03 17:28:14.000 UTC,0x9b7d801885bda17a67fa4c3fc015aaae054029ba0b744d5e624994400d789461,6.050650556585e-06,0.01
2023-10-03 18:06:38.000 UTC,0x62e52747f0fd53eb8d25aca0eb090797200afa8e3ba9863a753cda61a423f97a,2.7334886534979e-05,0.045148
2023-10-03 18:09:39.000 UTC,0x658f5b77d8403039d51be7d72cd35d0e457f1d5662b906a23980b0f80d434403,0.000934386484551388,1.542342
2023-10-03 18:27:10.000 UTC,0xe2518f9beffbab831b8c8f88ac689871f7c9e8130f4a46226ff09213a4f04049,0.003022460044826309,4.992488
2023-10-03 18:27:10.000 UTC,0xe2518f9beffbab831b8c8f88ac689871f7c9e8130f4a46226ff09213a4f04049,0.005273692752520245,8.711004
2023-10-03 18:30:04.000 UTC,0x490125d282c7b45f37d3586f1525e890ac7997033468b15fe05d24d075d29737,1.2108116934673e-05,0.02
2023-10-03 19:54:56.000 UTC,0xeb2738a4bd7fb07b9b1eeef3c4a9c8f041d7d20d7bca52dd5e62a3307b658bd8,0.001089860706498276,1.798545
2023-10-03 21:06:32.000 UTC,0xbf880d72b4cc207a6dcca557b2e686e3d939533eacacc5ea767df14486bbafdb,2.7288863519006e-05,0.045136
2023-10-03 22:10:02.000 UTC,0x8b697b7a441510b98745b0ed192261760dda58cdec09eb3ddd5da894707d0e27,0.000840306433256786,1.388889
2023-10-01 23:27:38.000 UTC,0xfa745083065f9686d7fded8bbf19c2abcd23a64041851c4cfac7947d6df4864a,0.000723781634095265,1.252184
2023-10-07 19:05:13.000 UTC,0x47fe43fcd3f491b97f0414157b8ad6267448f59aba121d641b5f617d95d687a6,1.2830234912451e-05,0.021
2023-10-01 18:06:29.000 UTC,0x62db643de8e44d373c82eed46280c728284160455cf8d95caf4fa2763a1dc40f,2.7817065510078e-05,0.046643
2023-10-01 18:15:02.000 UTC,0x41e7a77d610a471c47a105f83e228f7740b815e78afd0006fc384314f2333ed1,0.005446202188099566,9.131995
2023-10-01 19:17:05.000 UTC,0x9ecd0289b4019587eef36c274acac73faa451424eb65a347ed09cae30410c6c3,5.95748907654e-07,0.001
2023-10-01 20:02:45.000 UTC,0xedfd7f1f6ca373888e4d3f9f9c859ffa91bb7b75de0cdb52ef6b5f00250839f2,0.000696017773664406,1.166994
2023-10-01 21:06:35.000 UTC,0x9aa904eee357986cf1f0f12ba46c83a5dd3e4654c232f4306a3c35f0996c594b,2.7865846761305e-05,0.046662
2023-10-01 22:14:32.000 UTC,0xba903601e6b8812a32ccc35cd7ef0743d9f7bf530139472393c66af9e72adc07,0.006305182826905343,10.603576
2023-10-01 22:18:43.000 UTC,0xd33f769c565e94618a1e941fe5db4933492ac6217c6f871c0863354f196a3675,0.09104618608850798,158.455493
2023-10-11 09:52:48.000 UTC,0xe411f655c5ab57f939d86bc2f8146fec7701c59bce30f18ce5416fdb5c5c02e2,6.3567525928442e-05,0.1
2023-10-11 10:00:29.000 UTC,0x2cc9dcc346e3319962c8000a98cafecdfaa4fedf3bb9305a1a10caed0ce88add,6.35670129401e-07,0.001
2023-10-11 10:06:02.000 UTC,0x2f0600338aea1752cd8453704ca6f3fc5aeb743a1ae5d76d57b2a3ce4f6912e8,6.356680175021e-06,0.01
2023-10-07 11:45:23.000 UTC,0x9ca6680c6587c448b9f08e9b5cdbe58301f08fc847ef31210442fd67269ae485,0.006909284129580128,11.32045
2023-10-07 11:54:02.000 UTC,0x8b637aecf06b62ea064fbbd0c01a7d99b3faf9a5d3aab3289e6407088181934c,0.000157932595611113,0.257985
2023-10-07 11:59:37.000 UTC,0x5a079ea9f456124dd89300ce40d5fc67d03fc69213f2323c2be6da8ef79b2f01,0.000648819102449538,1.06306
