blockNumber,logIndex,baseAmount,quoteAmount,price,liquidity
136407298,4,-0.003457979953880506,5.845963,1673.852436277465865955650363,1269.105861015206
136428159,6,-0.00036036628994,0.6093,1673.891328219130053860530039,1269.105861015206
136428409,3,-0.002956899329540007,5,1674.210497933806587739092927,1269.105861015206
136429142,7,-0.002020634561397298,3.417362,1674.428659104375559919133493,1269.105861015206
136577337,151,-0.066386227210897928,112.522674,1681.619940051034897747891466,1269.105861015206
136577351,130,-0.076866161558149786,130.890322,1689.977087032610162130238682,1315.944675985322
136577376,76,-0.073152177668320431,125.160267,1697.727619331373726131788483,1315.944675985322
136577396,60,-0.153958457120921708,265.298618,1714.214827756681520554698503,1315.944675985322
136577417,186,-0.103639322462210204,180.041875,1725.468741601880431923497402,1303.679123781512
136577429,75,-0.037564764403778899,65.55,1729.606649917282333642876789,1303.679123781512
136793512,18,0.023459106321914526,-40.139536,1727.046559635265355644965081,1303.646811552087
136793526,56,0.028681893975494779,-48.995267,1723.92422262198892336774242,1303.646811552087
136814891,291,0.02855688006665844,-48.694025,1720.847494557892958662343299,1315.912363755897
136814980,12,0.030718055659571564,-52.282356,1717.552753050113616195596976,1315.912363755897
136815753,119,0.023011242283475557,-39.099739,1715.090820097332374937621482,1315.912363755897
136815756,92,0.048793342479617898,-82.722405,1709.887985673091483329894468,1315.912363755897
136815817,54,0.012207655812939294,-20.657141,1708.589985815316438649441304,1315.912363755897
136818695,5,0.024060592463486002,-40.668161,1706.036025697427843225665896,1315.912363755897
136818697,30,0.000141210547771497,-0.2385,1706.021053525736856172396014,1315.912363755897
136818886,15,0.010818139777326384,-18.265274,1704.8746211513777587385196,1315.912363755897
136820017,26,0.032870920794372012,-55.423797,1701.398267321302840978860477,1315.912363755897
136835785,7,0.003563347391884882,-6.001382,1701.022054722362678456851529,1315.912363755897
136853589,161,0.067957507926292486,-114.20044,1693.871024379561968043907179,1315.912363755897
136853614,146,0.149988358426153951,-250.336444,1677.8432797726841857340892,1269.073548785781
136853638,46,0.098640724999378202,-163.333819,1667.3160962773447214121151,1269.073548785781
136853745,23,0.01067562412616106,-17.615653,1666.182712207997576711656793,1269.073548785781
136895249,7,0.082813580625109661,-136.243455,1657.429878490840574714034939,1269.073548785781
137258533,20,0.040083318743454392,-65.666997,1651.542402834978663918258576,767.549502063941
137260567,31,0.00475846430132574,-7.778277,1650.718838099908309790114511,767.549502063941
137260570,84,0.003383619339503068,-5.528569,1650.133597486294363064037756,767.549502063941
137260634,65,0.004741004398968384,-7.743134,1649.314103035378372257611577,767.549502063941
137260637,130,0.004624869225090958,-7.549754,1648.515270919999129992304687,767.549502063941
