blockNumber,logIndex,quoteIn,baseIn,quoteOut,baseOut,totalSupply,quoteReserve,baseReserve
136277635,4,0,0.000065895,0.00000407,0,53.5085090265249,14.22148849,229.216421066713697146
136281592,82,0.00002203,0,0,0.000354005213380639,53.5085090265249,14.22151052,229.216067061500316507
136285728,84,0.00004467,0,0,0.000717809299355813,53.5085090265249,14.22155519,229.215349252200960694
136289161,70,0.0000238,0,0,0.000382444127153301,53.5085090265249,14.22157899,229.214966808073807393
136302497,71,0.00004513,0,0,0.00072519411628749,53.5085090265249,14.22162412,229.214241613957519903
136304010,84,0.00001397,0,0,0.000224483043070394,53.5085090265249,14.22163809,229.214017130914449509
136318214,5,0,0.005122293651539036,0.00031685,0,53.5085090265249,14.22132124,229.219139424565988545
136323713,107,0.00030796,0,0,0.004948698829151138,53.5085090265249,14.2216292,229.214190725736837407
136333553,6,0,0.052970749863113169,0.00327596,0,53.5085090265249,14.21835324,229.267161475599950576
136336675,77,0.00005771,0,0,0.000927762959735961,53.5085090265249,14.21841095,229.266233712640214615
136337220,11,0,0.00002,0.00000123,0,53.5085090265249,14.21840972,229.266253712640214615
136351049,4,0.00051689,0,0,0.008309342449368621,53.5085090265249,14.21892661,229.257944370190845994
136354487,70,0.00002304,0,0,0.000370368900966902,53.5085090265249,14.21894965,229.257574001289879092
136384548,85,0.00010722,0,0,0.00172354994227983,53.5085090265249,14.21905687,229.255850451347599262
136387546,16,0.00000986,0,0,0.000158497132398103,53.5085090265249,14.21906673,229.255691954215201159
136387748,122,0.00009332,0,0,0.001500085736049638,53.5085090265249,14.21916005,229.254191868479151521
136395344,6,0,0.017841287953926053,0.00110317,0,53.5085090265249,14.21805688,229.272033156433077574
136396880,7,0,0.012617139156199306,0.00078004,0,53.5085090265249,14.21727684,229.28465029558927688
136399815,7,0,0.009520564464558913,0.00058854,0,53.5085090265249,14.2166883,229.294170860053835793
136406460,88,0.00001456,0,0,0.000234126548282226,53.5085090265249,14.21670286,229.293936733505553567
136409132,18,0.0003966,0,0,0.006377191720804454,53.5085090265249,14.21709946,229.287559541784749113
136409790,5,0.0003095,0,0,0.004976406812155283,53.5085090265249,14.21740896,229.28258313497259383
136416503,82,0.00007687,0,0,0.001235948310708506,53.5085090265249,14.21748583,229.281347186661885324
136424913,70,0.0000391,0,0,0.000628661183343917,53.5085090265249,14.21752493,229.280718525478541407
136429451,4,0,0.043500663767452506,0.00268884,0,53.5085090265249,14.21483609,229.324219189245993913
136430285,5,0.0053779,0,0,0.086467353172443248,53.5085090265249,14.22021399,229.237751836073550665
136433378,84,0.00003434,0,0,0.000551917814624773,53.5085090265249,14.22024833,229.237199918258925892
136435933,77,0.00004436,0,0,0.000712956872105643,53.5085090265249,14.22029269,229.236486961386820249
136436701,84,0.00008715,0,0,0.001400667671994714,53.5085090265249,14.22037984,229.235086293714825535
136437698,84,0.00003677,0,0,0.000590959287362225,53.5085090265249,14.22041661,229.23449533442746331
136439072,84,0.00090982,0,0,0.014621454833465164,53.5085090265249,14.22132643,229.219873879593998146
136441220,50,0,0.095733045113193826,0.00591921,0,53.5085090265249,14.21540722,229.315606924707191972
136444686,48,0,0.024,0.00148315,0,53.5085090265249,14.21392407,229.339606924707191972
136448283,80,0.00001532,0,0,0.00024644415914305,53.5085090265249,14.21393939,229.339360480548048922
136448975,70,0.00005796,0,0,0.000932364882393327,53.5085090265249,14.21399735,229.338428115665655595
136454324,74,0.00012895,0,0,0.002074307693258956,53.5085090265249,14.2141263,229.336353807972396639
136454669,12,0,0.011830256324657867,0.00073099,0,53.5085090265249,14.21339531,229.348184064297054506
136458022,9,0.00002372,0,0,0.000381598440525372,53.5085090265249,14.21341903,229.347802465856529134
136459848,84,0.00073266,0,0,0.011786133188329268,53.5085090265249,14.21415169,229.336016332668199866
136466930,117,0.00002568,0,0,0.000413086225935339,53.5085090265249,14.21417737,229.335603246442264527
136472392,4,0.0009,0,0,0.014476380994840925,53.5085090265249,14.21507737,229.321126865447423602
136476288,90,0.00754325,0,0,0.121260342986519851,53.5085090265249,14.22262062,229.199866522460903751
136476351,96,0.0051247,0,0,0.082308057487218153,53.5085090265249,14.22774532,229.117558464973685598
136477672,5,0,0.00009,0.00000557,0,53.5085090265249,14.22773975,229.117648464973685598
136481074,85,0.00005339,0,0,0.000857188004849367,53.5085090265249,14.22779314,229.116791276968836231
136481227,13,0.0016931,0,0,0.027179760247426828,53.5085090265249,14.22948624,229.089611516721409403
136493009,82,0.00029282,0,0,0.004700057386143507,53.5110281718402,14.2304131,229.09511927533341131
136495889,84,0.00007466,0,0,0.001198337642130459,53.5110281718402,14.23048776,229.093920937691280851
136499659,84,0.00006308,0,0,0.001012461931568462,53.5110281718402,14.23055084,229.092908475759712389
136500717,84,0.00004336,0,0,0.000695942000545736,53.5110281718402,14.2305942,229.092212533759166653
136512543,5,0.00252442,0,0,0.040510467906947372,53.5110281718402,14.23311862,229.051702065852219281
136513595,6,0,0.011550708805560721,0.00071555,0,53.5110281718402,14.23240307,229.063252774657780002
136514184,19,0,0.065802147035265799,0.00407504,0,53.5110281718402,14.22832803,229.129054921693045801
136515227,4,0,0.143284439999790303,0.00886537,0,53.5110281718402,14.21946266,229.272339361692836104
136516452,78,0.00005841,0,0,0.000938964262502044,53.5110281718402,14.21952107,229.27140039743033406
136520369,88,0.00003225,0,0,0.000518428430140492,53.5110281718402,14.21955332,229.270881969000193568
136520750,70,0.00010504,0,0,0.001688533263311701,53.5110281718402,14.21965836,229.269193435736881867
