blockNumber,logIndex,quoteIn,baseIn,quoteOut,baseOut,totalSupply,quoteReserve,baseReserve
136784754,44,0,0.039158069567462995,0.00238706,0,16.7954382848097,4.16032531,68.251738862003230314
136786894,11,0,0.058536197326249506,0.00356326,0,16.7954382848097,4.15676205,68.31027505932947982
136789717,51,0,0.070455415051009349,0.00428073,0,16.7954382848097,4.15248132,68.380730474380489169
136792198,4,0,0.045414428511808906,0.00275461,0,16.7954382848097,4.14972671,68.426144902892298075
136793334,180,0,0.020273294211371599,0.00122849,0,16.7954382848097,4.14849822,68.446418197103669674
136810341,95,0,0.0061,0.00036949,0,16.7954382848097,4.14812873,68.452518197103669674
136810435,15,0,0.0063,0.00038154,0,16.7954382848097,4.14774719,68.458818197103669674
136810514,4,0,0.0063,0.00038147,0,16.7954382848097,4.14736572,68.465118197103669674
136811603,14,0,0.349539069178797079,0.02105576,0,16.7954382848097,4.12630996,68.814657266282466753
136811604,7,0.01458492,0,0,0.242255898454990397,16.7954382848097,4.12630996,68.814657266282466753
136811604,15,0.00110544,0,0,0.018291834448875638,16.7954382848097,4.14200032,68.554109533378600718
136812087,12,0.00372601,0,0,0.061582862789405121,16.7954382848097,4.14572633,68.492526670589195597
136812766,4,0,0.1,0.00604097,0,16.7954382848097,4.13968536,68.592526670589195597
136819321,13,0.00476069,0,0,0.078752302584602173,16.7954382848097,4.14444605,68.513774368004593424
136821712,5,0,0.064,0.00386585,0,16.7954382848097,4.1405802,68.577774368004593424
136827514,11,0.00011625,0,0,0.001924357507297757,16.7954382848097,4.14069645,68.575850010497295667
136834588,25,0,0.03506439757741226,0.00211508,0,16.7954382848097,4.13858137,68.610914408074707927
136844155,11,0,0.021,0.00126569,0,16.7954382848097,4.13731568,68.631914408074707927
136851655,5,0.00033344,0,0,0.005528062792597779,16.7954382848097,4.13764912,68.626386345282110148
136853602,85,0,0.194694543968893039,0.01169955,0,16.7954382848097,4.12594957,68.821080889251003187
136853624,338,0,0.307760179235028608,0.01835949,0,16.7954382848097,4.10759008,69.128841068486031795
136854514,13,0.00730166,0,0,0.122604285972463764,16.7954382848097,4.11489174,69.006236782513568031
136855953,137,0.00197843,0,0,0.033145514477360748,16.7954382848097,4.11687017,68.973091268036207283
136856001,132,0.00310687,0,0,0.051986543015202126,16.7954382848097,4.11997704,68.921104725021005157
136858853,71,0,0.073765408329378197,0.00440263,0,16.7954382848097,4.11557441,68.994870133350383354
136860511,35,0.00250381,0,0,0.041928228176260387,16.7954382848097,4.11807822,68.952941905174122967
136864446,10,0.00404144,0,0,0.067569600704828597,16.7954382848097,4.12211966,68.88537230446929437
136875377,28,0.00169254,0,0,0.028258555598277292,16.7954382848097,4.1238122,68.857113748871017078
136877175,11,0,0.013955106991254288,0.00083517,0,16.7954382848097,4.12297703,68.871068855862271366
136887740,26,0,0.033043486528200818,0.0019762,0,16.7954382848097,4.12100083,68.904112342390472184
136892541,18,0,0.035509600178534459,0.00212158,0,16.7954382848097,4.11887925,68.939621942569006643
136894177,39,0.00422888,0,0,0.070672841941633699,16.7954382848097,4.12310813,68.868949100627372944
136896158,10,0.00384069,0,0,0.064059954830368325,16.7954382848097,4.12694882,68.804889145797004619
136896807,7,0.00317246,0,0,0.052824526749009775,16.7954382848097,4.13012128,68.752064619047994844
136897378,34,0.0033213,0,0,0.055215996443714715,16.7954382848097,4.13344258,68.696848622604280129
136898031,108,0.00169772,0,0,0.028190028707377526,16.7954382848097,4.1351403,68.668658593896902603
136912779,35,0.00374614,0,0,0.062121516882820804,16.7954382848097,4.13888644,68.606537077014081799
136923064,22,0,0.009194609871728276,0.00055433,0,16.7954382848097,4.13833211,68.615731686885810075
136923109,14,0.00275685,0,0,0.045656773622047189,16.7954382848097,4.14108896,68.570074913263762886
136926189,9,0.00333986,0,0,0.055230779764278653,16.7954382848097,4.14442882,68.514844133499484233
136932264,13,0.00115475,0,0,0.019075232035085724,16.7954382848097,4.14558357,68.495768901464398509
136934649,30,0.00203157,0,0,0.033533585354654542,16.7954382848097,4.14761514,68.462235316109743967
136958082,15,0,0.06839625,0.00413741,0,16.7954382848097,4.14347773,68.530631566109743967
136967890,13,0,0.025326949254688292,0.00152996,0,16.7954382848097,4.14194777,68.555958515364432259
136978319,6,0.00021487,0,0,0.003554484736183445,16.7954382848097,4.14216264,68.552404030628248814
137008944,4,0,0.004215818902612675,0.00025459,0,16.7954382848097,4.14190805,68.556619849530861489
137030368,6,0,0.035626612737709259,0.00215021,0,16.7954382848097,4.13975784,68.592246462268570748
137034963,14,0.00021066,0,0,0.003488533351369423,16.7954382848097,4.1399685,68.588757928917201325
137041427,13,0,0.149770081930153512,0.00901581,0,16.7954382848097,4.13095269,68.738528010847354837
137041428,10,0.00563235,0,0,0.093547244459208873,16.7954382848097,4.13658504,68.644980766388145964
137041673,13,0,0.023238542008100657,0.00139919,0,16.7954382848097,4.13518585,68.668219308396246621
137042552,23,0.00077661,0,0,0.012887391291369104,16.7954382848097,4.13596246,68.655331917104877517
137049084,4,0.00258795,0,0,0.042910624707608607,16.7954382848097,4.13855041,68.61242129239726891
137064333,6,0,0.055729062664706352,0.00335703,0,16.7954382848097,4.13519338,68.668150355061975262
137066705,10,0,0.066578276748854794,0.00400345,0,16.7954382848097,4.13118993,68.734728631810830056
137085788,7,0.0003015,0,0,0.005013482426110755,16.7954382848097,4.13149143,68.729715149384719301
137090591,44,0.00191976,0,0,0.03190551586561892,16.7954382848097,4.13341119,68.697809633519100381
137097488,6,0.00148828,0,0,0.024714137421118811,16.7954382848097,4.13489947,68.67309549609798157
137098939,18,0.00013571,0,0,0.002252693320431937,16.7954382848097,4.13503518,68.670842802777549633
137101212,13,0,0.0582720708914686,0.00350414,0,16.7954382848097,4.13153104,68.729114873669018233
137101213,21,0.00379548,0,0,0.063049355188894792,16.7954382848097,4.13532652,68.666065518480123441
137108579,39,0.00226553,0,0,0.037579173970703136,16.7954382848097,4.13759205,68.628486344509420305
137110077,22,0.00228502,0,0,0.037860809811763629,16.7954382848097,4.13987707,68.590625534697656676
137133742,16,0,0.031935657667934575,0.00192564,0,16.7954382848097,4.13795143,68.622561192365591251
137152245,5,0.0001,0,0,0.001657501166932572,16.7954382848097,4.13805143,68.620903691198658679
137168218,5,0.00050793,0,0,0.008417234866882405,11.5066588697754,2.8354735,47.003540441327222086
137181831,11,0,0.083181876539389457,0.00500655,0,11.5066588697754,2.83046695,47.086722317866611543
137181832,10,0.00580334,0,0,0.096296854834774828,11.5066588697754,2.83627029,46.990425463031836715
137189194,14,0,0.181610292213877912,0.01091407,0,11.5066588697754,2.82535622,47.172035755245714627
137189195,7,0.01043928,0,0,0.173565680009252421,11.5066588697754,2.8357955,46.998470075236462206
137194661,20,0.00242582,0,0,0.04014939626384576,11.5066588697754,2.83822132,46.958320678972616446
137202135,29,0.00195229,0,0,0.03226227189719845,11.5066588697754,2.84017361,46.926058407075417996
137208061,10,0,0.160167516993861379,0.00965626,0,11.5066588697754,2.83051735,47.086225924069279375
137208062,10,0.00857796,0,0,0.142194035928206199,11.5066588697754,2.83909531,46.944031888141073176
137226872,18,0,0.002867771453606927,0.00017333,0,11.5066588697754,2.83892198,46.946899659594680103
137251825,13,0,0.0086853582966928,0.00052485,0,11.5066588697754,2.83839713,46.955585017891372903
137257740,43,0,0.038852550271102235,0.00234546,0,11.5066588697754,2.83605167,46.994437568162475138
137258510,84,0,0.046479256540028206,0.00280079,0,11.5066588697754,2.83325088,47.040916824702503344
137258517,167,0,0.071259555478500024,0.00428329,0,11.5066588697754,2.82896759,47.112176380181003368
137280265,52,0,0.020613218007052659,0.0012366,0,11.5066588697754,2.82773099,47.132789598188056027
137284512,31,0,0.012709994827404519,0.00076193,0,11.5066588697754,2.82696906,47.145499593015460546
137286492,6,0.00015972,0,0,0.002662175993270566,11.5066588697754,2.82712878,47.14283741702218998
137316310,19,0,0.03038514546163316,0.00182009,0,11.5066588697754,2.82530869,47.17322256248382314
137355420,18,0.00092581,0,0,0.015445148521688252,11.5066588697754,2.8262345,47.157777413962134888
137361548,11,0,0.003761279323195545,0.00022528,0,11.5066588697754,2.82600922,47.161538693285330433
137363586,12,0,0.003761133950818485,0.00022524,0,11.5066588697754,2.82578398,47.165299827236148918
137369726,184,0.00058727,0,0,0.009795216790060641,11.5066588697754,2.82637125,47.155504610446088277
137383793,9,0,0.010098119458459528,0.00060482,0,11.5066588697754,2.82576643,47.165602729904547805
137392284,13,0,0.012120615853769073,0.00072561,0,11.5066588697754,2.82504082,47.177723345758316878
137406062,13,0,0.017395101833801766,0.00104072,0,11.5066588697754,2.8240001,47.195118447592118644
137420219,13,0,0.304449864358258671,0.01809151,0,11.5066588697754,2.80590859,47.499568311950377315
137420220,14,0.01543052,0,0,0.259656334124837087,11.5066588697754,2.80590859,47.499568311950377315
137420220,23,0.00017025,0,0,0.002849033241995568,11.5066588697754,2.82150936,47.23706294458354466
137423635,53,0.00082381,0,0,0.01378112043323276,11.5066588697754,2.82233317,47.2232818241503119
137442947,29,0,0.024299627046130462,0.0014508,0,11.5066588697754,2.82088237,47.247581451196442362
137457376,5,0.006,0,0,0.100231990430785543,11.5066588697754,2.82688237,47.147349460765656819
137457377,6,0,0.067653536876845539,0.00404856,0,11.5066588697754,2.82283381,47.215002997642502358
137457574,26,0,0.032281305305019483,0.0019277,0,11.5066588697754,2.82090611,47.247284302947521841
137461341,11,0,0.024191736415427132,0.00144291,0,11.5066588697754,2.8194632,47.271476039362948973
137461514,21,0.00227602,0,0,0.038110209508468618,11.5066588697754,2.82173922,47.233365829854480355
137466330,4,0,0.69,0.04060734,0,11.5066588697754,2.78113188,47.923365829854480355
137466331,7,0.03844074,0,0,0.653042620582767088,11.5066588697754,2.81957262,47.270323209271713267
137469682,9,0.00063655,0,0,0.010664154012394122,11.9694126419453,2.93358034,49.16033428898083577
137486163,18,0,0.034597510901625749,0.00206206,0,11.9694126419453,2.93151828,49.194931799882461519
137507252,5,0.00027,0,0,0.004528291136184835,11.9694126419453,2.93178828,49.190403508746276684
137510286,5,0.00004754,0,0,0.000797228320194448,11.9694126419453,2.93183582,49.189606280426082236
137514851,127,0,0.03293866502861096,0.00196093,0,11.9694126419453,2.92987489,49.222544945454693196
137517300,6,0.00007591,0,0,0.001274634097437676,11.9694126419453,2.9299508,49.22127031135725552
137529882,16,0,0.64512752858589181,0.03788641,0,11.9694126419453,2.89206439,49.86639783994314733
137529883,7,0.03746898,0,0,0.637480632173079903,11.9694126419453,2.92953337,49.228917207770067427
137549063,24,0,0.030993325993488826,0.00184227,0,11.9694126419453,2.9276911,49.259910533763556253
137572125,13,0,0.227041514521241689,0.01342528,0,11.9694126419453,2.91426582,49.486952048284797942
137572126,10,0.01131591,0,0,0.191316132898806689,11.9694126419453,2.92558173,49.295635915385991253
137572127,14,0.00120405,0,0,0.020269589194706275,11.9694126419453,2.92678578,49.275366326191284978
137580121,12,0,0.008990585120981442,0.00053364,0,11.9694126419453,2.92625214,49.28435691131226642
137589842,99,0.00090076,0,0,0.015158479582615568,11.9694126419453,2.9271529,49.269198431729650852
137640474,19,0.00013749,0,0,0.002312935456068068,11.9132420060319,2.91354279,49.03548884244021056
137643581,7,0.00000364,0,0,0.000061231196822983,11.9132420060319,2.91354643,49.035427611243387577
137645647,5,0.00003054,0,0,0.0005137304459516,11.9132420060319,2.91357697,49.034913880797435977
137662466,10,0,0.04217752157151605,0.00250271,0,11.9132420060319,2.91107426,49.077091402368952027
137666050,15,0.00018203,0,0,0.003067073313441913,11.9132420060319,2.91125629,49.074024329055510114
137684160,4,0,0.003488607877788892,0.00020683,0,11.9132420060319,2.91104946,49.077512936933299006
137695076,14,0,0.00609996986657395,0.00036159,0,11.9132420060319,2.91068787,49.083612906799872956
137715765,12,0,0.061018475424703377,0.00361213,0,11.9132420060319,2.90707574,49.144631382224576333
137726345,74,0.00126382,0,0,0.02134514394105901,11.9132420060319,2.90833956,49.123286238283517323
137743687,6,0,0.044,0.00260125,0,11.2672154197611,2.74802524,46.503434718917189006
137757185,10,0,0.028427850222116355,0.00167802,0,11.2672154197611,2.74634722,46.531862569139305361
137757233,6,0,0.04,0.00235762,0,11.2672154197611,2.7439896,46.571862569139305361
137759096,13,0,0.281576375375374117,0.01648243,0,11.2672154197611,2.72750717,46.853438944514679478
137759097,12,0.01469347,0,0,0.250928839122427952,11.2672154197611,2.72750717,46.853438944514679478
137759097,21,0.00050932,0,0,0.008649738835089013,11.2672154197611,2.74270996,46.593860366557162513
137759267,14,0,0.060857166125842749,0.00357584,0,11.2672154197611,2.73913412,46.654717532683005262
137759268,11,0.00340535,0,0,0.057901191524386115,11.2672154197611,2.74253947,46.596816341158619147
137765582,149,0,0.099459647849175252,0.00583849,0,11.2672154197611,2.73670098,46.696275989007794399
137766222,19,0.001187,0,0,0.020234859049471271,11.2672154197611,2.73788798,46.676041129958323128
137766234,12,0.00553049,0,0,0.09404783517578883,11.2672154197611,2.74341847,46.581993294782534298
137766235,67,0,0.050400474475857495,0.00296361,0,11.2672154197611,2.74045486,46.632393769258391793
137785213,30,0,0.049499674607053911,0.00290442,0,11.2672154197611,2.73755044,46.681893443865445704
137790972,14,0.004,0,0,0.068076203675822722,11.2672154197611,2.74155044,46.613817240189622982
137791752,4,0.0037367,0,0,0.063415908632088936,11.2672154197611,2.74155044,46.613817240189622982
137791752,18,0.00201201,0,0,0.034074584606419001,11.2672154197611,2.74729915,46.516326746951115045
137792559,44,0,0.04607039058763873,0.0027169,0,11.2672154197611,2.74458225,46.562397137538753775
137792563,28,0,0.046232336212759869,0.00272105,0,11.2672154197611,2.7418612,46.608629473751513644
137792692,18,0.00261,0,0,0.044302799198687586,11.2672154197611,2.7444712,46.564326674552826058
137792732,66,0.00198572,0,0,0.033649723628752764,11.2672154197611,2.74645692,46.530676950924073294
137792819,137,0,0.056296956487358569,0.00331723,0,11.2672154197611,2.74313969,46.586973907411431863
137792825,54,0,0.108036149326274646,0.00634351,0,11.2672154197611,2.73679618,46.695010056737706509
137792826,95,0.00119066,0,0,0.020295968192680204,11.2672154197611,2.73798684,46.674714088545026305
137792827,10,0.00429327,0,0,0.073036708479501369,11.2672154197611,2.74228011,46.601677380065524936
137797159,5,0.02324325,0,0,0.391448386727747705,11.1717559964604,2.74228011,45.815238394811004932
137797160,9,0,0.383917235250645334,0.02277718,0,11.1717559964604,2.71950293,46.199155630061650266
137798784,6,0,0.0492,0.00289162,0,11.1717559964604,2.71661131,46.248355630061650266
137800244,13,0.00377214,0,0,0.06409690717002828,11.1717559964604,2.72038345,46.184258722891621986
137818010,13,0,0.918196266634235097,0.05300405,0,11.1717559964604,2.6673794,47.102454989525857083
137818011,9,0.05073729,0,0,0.878799021316726746,11.1717559964604,2.71811669,46.223655968209130337
137852461,12,0.00007331,0,0,0.001246035757836404,11.1717559964604,2.71819,46.222409932451293933
137857034,18,0.00132994,0,0,0.022593072207202391,11.1717559964604,2.71951994,46.199816860244091542
137857055,18,0.00007302,0,0,0.001239826682404534,11.1717559964604,2.71959296,46.198577033561687008
137893239,46,0.00132938,0,0,0.022560269541475994,11.1606464263793,2.71820215,46.129807897747877231
137896375,4,0,0.025,0.00147159,0,11.1606464263793,2.71673056,46.154807897747877231
137898873,13,0.00147159,0,0,0.024974967977943155,11.1606464263793,2.71820215,46.129832929769934076
137908309,12,0,0.007954892424662985,0.00046842,0,11.1606464263793,2.71773373,46.137787822194597061
137980144,45,0.00103237,0,0,0.017510686711426133,11.1606464263793,2.7187661,46.120277135483170928
138010907,113,0.00220367,0,0,0.037333415620731656,11.1606464263793,2.72096977,46.082943719862439272
138015494,121,0.00137313,0,0,0.023232286250300904,11.1606464263793,2.7223429,46.059711433612138368
138025671,62,0.001468,0,0,0.024811511976841026,11.1606464263793,2.7238109,46.034899921635297342
138043460,5,0,0.004801336757161469,0.00028388,0,11.1606464263793,2.72352702,46.039701258392458811
138047694,13,0,0.088083018919403855,0.00519809,0,11.1606464263793,2.71832893,46.127784277311862666
138048014,27,0.00317469,0,0,0.05378213685066182,11.1606464263793,2.72150362,46.074002140461200846
138055875,12,0,0.025693508504320937,0.00151605,0,11.1606464263793,2.71998757,46.099695648965521783
138059056,17,0,0.179505846807763732,0.01054492,0,11.1606464263793,2.70944265,46.279201495773285515
138059057,7,0.00936564,0,0,0.159341271426319778,11.1606464263793,2.71880829,46.119860224346965737
138063560,9,0.00028015,0,0,0.004749392876570459,11.1606464263793,2.71908844,46.115110831470395278
138072663,15,0,0.749125645781379243,0.04344329,0,11.1606464263793,2.67564515,46.864236477251774521
138072664,15,0.04324569,0,0,0.745038743268485181,11.1606464263793,2.71889084,46.11919773398328934
138079966,18,0,0.355399051336393428,0.02078149,0,11.1606464263793,2.69810935,46.474596785319682768
138079967,7,0.02003215,0,0,0.34233833295009232,11.1606464263793,2.7181415,46.132258452369590448
138083728,38,0.00213986,0,0,0.036270974224521062,11.1606464263793,2.72028136,46.095987478145069386
138090107,147,0.00257192,0,0,0.043519043553636763,11.1606464263793,2.72285328,46.052468434591432623
138090377,43,0.00169003,0,0,0.028552000639243691,11.1606464263793,2.72454331,46.023916433952188932
138090864,132,0.00085227,0,0,0.014385140005087438,11.1606464263793,2.72539558,46.009531293947101494
138111746,8,0,0.029124013924167393,0.00172322,0,11.1606464263793,2.72367236,46.038655307871268887
138126449,9,0,0.044155238481758053,0.00260844,0,11.1606464263793,2.72106392,46.08281054635302694
138131040,10,0,0.049329018543007692,0.00290817,0,11.1606464263793,2.71815575,46.132139564896034632
138135736,44,0,0.173916,0.01020374,0,11.1606464263793,2.70795201,46.306055564896034632
138135737,14,0.00678514,0,0,0.115678368997026172,11.1606464263793,2.71473715,46.19037719589900846
138142962,9,0.0018443,0,0,0.031343196836301117,11.1606464263793,2.71658145,46.159033999062707343
138152515,7,0.00025164,0,0,0.004273229800629434,11.1606464263793,2.71683309,46.154760769262077909
138155011,15,0.0014099,0,0,0.023927617036824194,11.1606464263793,2.71824299,46.130833152225253715
138158018,25,0,0.241953172476396972,0.01417556,0,11.1606464263793,2.70406743,46.372786324701650687
138158019,4,0.01198942,0,0,0.204600300222236385,11.1606464263793,2.70406743,46.372786324701650687
138158019,13,0.00045599,0,0,0.0077458521402554,11.1606464263793,2.71651284,46.160440172339158902
138158113,13,0,0.163702913477732778,0.00959498,0,11.1606464263793,2.70691786,46.32414308581689168
138158114,7,0.01198932,0,0,0.204169714106265928,11.1606464263793,2.71890718,46.119973371710625752
138177333,8,0.00075673,0,0,0.012826188556081779,11.1606464263793,2.71966391,46.107147183154543973
138183226,4,0.00006549,0,0,0.001109686620597978,11.1606464263793,2.7197294,46.106037496533945995
138195173,4,0,0.015,0.00088409,0,11.1606464263793,2.71884531,46.121037496533945995
138197425,7,0,0.018933615030277558,0.00111511,0,11.1606464263793,2.7177302,46.139971111564223553
