blockNumber,logIndex,baseAmount,quoteAmount,price,liquidity
151351650,124,0.011207098365922031,-21.676097564799783047,1948.594079862163297808937571,188.269661385025160317
151364280,155,0.010025721992836386,-19.295796976969679056,1939.556157572629427630849877,188.269661385025160317
151376924,32,0.013241810521931222,-25.348669222407351955,1927.715069056898533840835472,188.269661385025160317
151454512,71,-0.011247306140241165,21.958202821860191528,1937.867586648570624508241516,188.269661385025160317
151460936,4,-0.001016332851763029,1.989885491195948362,1938.788940796550242133930212,188.269661385025160317
151461447,4,-0.00254193330342247,4.981013897747780148,1941.096203362334936015045759,188.269661385025160317
151475525,12,-0.002924838556650919,5.738668283877370522,1943.756121092884966314173221,188.269661385025160317
151712978,177,-0.006512894141811545,12.806883877011027087,1949.698779545214439781930352,188.269661385025160317
152018978,30,-0.002848764132241811,5.614086235160664792,1952.306691006397399155960843,188.269661385025160317
152031908,3,-0.002382568946690611,4.701118894559068995,1954.491842628312907362879148,188.269661385025160317
152050948,111,-0.006977865980633299,13.798604198409330856,1960.944689331382119439897948,186.301009062187272647
152068839,81,-0.007131021809216976,14.148769356414823627,1967.609224359169233467196976,186.301009062187272647
152105690,29,-0.007533692471664539,15,1974.687063691397364718504961,186.301009062187272647
152108139,75,-0.009807824810025561,19.608888184413093172,1983.958798115826965190833033,186.301009062187272647
152120970,7,-0.004534575081937827,9.097145591819062063,1988.267605333667659151850472,186.301009062187272647
152214765,14,-0.001431996498528281,2.876937806885908608,1989.631222057708375245975267,186.301009062187272647
152216069,135,-0.009516181446061747,19.168647930171090151,1998.776713276728216438632075,179.633296926104407713
152236680,106,-0.008973108978059073,18.156954426719231108,2007.734263507115294315745142,179.633296926104407713
152243418,146,-0.008655519356428784,17.591498596957700179,2016.431952840862556335623061,179.633296926104407713
152254719,5,-0.000539450037927263,1.0989,2016.975901103275813619033061,179.633296926104407713
152261010,3,-0.000953957786092849,1.944008969119490001,2017.938352412798023726652064,179.633296926104407713
152315775,161,-0.008477472325956625,17.316525518356435249,2026.521649341471226815044218,179.633296926104407713
152352707,156,-0.01014979870180042,20.829534013959010215,2036.870375991460637102529536,179.633296926104407713
152353446,121,-0.006231695038833045,12.841474255688903814,2043.263533262157734674711313,179.633260227078668958
152472226,4,0.006,-12.118870983720012003,2037.16895895843609267078834,179.633296926104407713
152501576,13,0.000443288162414081,-0.893923784649363046,2036.719765699436259482293831,179.633296926104407713
152507498,3,0.0074,-14.8935967144732769,2029.24307756052037204940806,179.633296926104407713
152573142,3,0.001,-2.008452018567873511,2028.235872840414115845280454,179.633296926104407713
152600745,3,0.001,-2.007455257055661425,2027.229417815838614183885202,179.633296926104407713
152603430,4,0.000005523,-0.011084409002815036,2027.223861245075059129418366,179.633296926104407713
152603433,15,0.000005347,-0.010731156087989911,2027.218481765867390805957198,179.633296926104407713
152603437,6,0.000005523,-0.011084349207132008,2027.212925240066787215168497,179.633296926104407713
152628924,12,0.010035196735216283,-20.090018745556459215,2017.154419670198172195149283,179.633296926104407713
152638802,7,0.01190935421066,-23.71287429808929638,2005.314241971689722485811205,179.633296926104407713
152640786,91,0.010071764922532247,-19.945581014853724026,1995.455632017562548625482326,186.301009062187272647
152643071,158,0.015591747863226868,-30.687934252346151825,1980.766301151778408275990117,186.301009062187272647
152666455,127,-0.01012383281269418,20.304608620980271167,1990.382143855448881109142292,186.301009062187272647
152673185,8,-0.004472294102427115,9.001129290005896202,1994.652341383128690808782068,186.301009062187272647
152684765,3,0.00759,-14.961067209688717103,1987.485622986693417408061168,186.301009062187272647
152744747,8,0.017366459291170735,-34.0304249945236569,1971.232249156157386320586046,186.301009062187272647
152764344,16,0.015523840264866713,-30.184535918004863729,1956.882182608529308852893284,188.269661385025160317
152825208,8,-0.002173541209779207,4.298528363156943294,1958.893018007803615562086067,186.301009062187272647
152826327,6,-0.002525429544191406,5.000016297525671701,1961.245666809094777141647805,186.301009062187272647
152839014,83,-0.00793850879556268,15.756365781548702907,1968.668716886818682851796242,186.301009062187272647
152856339,9,-0.001227112808496738,2.440893755178433347,1969.819911251093730610071101,186.301009062187272647
152857980,56,-0.005661912649746293,11.280820365565167722,1975.144635504323359728551814,186.301009062187272647
