blockNumber,amount0In,amount1In,amount0Out,amount1Out
18258326,0.0,10000000.0,5959031439853935.0,0.0
18258331,0.0,99401459.0,5.923290632140273e16,0.0
18258338,0.0,20000000.0,1.1917752975870452e16,0.0
18258352,0.0,200000000.0,1.1917455354815816e17,0.0
18258357,0.0,58134223.0,3.4639583251096456e16,0.0
18258364,0.0,10000000.0,5958506529195401.0,0.0
18258377,0.0,763869917.0,4.551124193152848e17,0.0
18258397,0.0,29979000.0,1.7859824476390124e16,0.0
18258402,0.0,30000000.0,1.7872213291445324e16,0.0
18258414,0.0,10000000.0,5957377329859232.0,0.0
18258420,0.0,14000000.0,8340305520201258.0,0.0
18258426,0.0,300000000.0,1.7871446416883667e17,0.0
18258426,0.0,283343897.0,1.6878098647757773e17,0.0
18258443,0.0,500000000.0,2.97811195975709e17,0.0
18258443,0.0,16298727.0,9707316442794172.0,0.0
18258445,4475487753573677.0,0.0,0.0,7469398.0
18258450,4000000000000000.0,0.0,0.0,6675818.0
18258455,0.0,30000000.0,1.7867585663702372e16,0.0
18258479,1.168175564271415e17,0.0,0.0,194960066.0
18258493,2.12968807898823e16,0.0,0.0,35542021.0
18258499,0.0,100000000.0,5.956086910092483e16,0.0
18258514,0.0,344579544.0,2.052242123211567e17,0.0
18258576,0.0,2000568.0,1191448555720691.0,0.0
18258593,0.0,500000000.0,2.9776061136538816e17,0.0
18258599,0.0,350000000.0,2.0841229409892326e17,0.0
18258604,0.0,5877693559.0,3.4974817101837404e18,0.0
18258605,0.0,7883438745.0,4.683665750912693e18,0.0
18258606,0.0,3666182271.0,2.1752782451195986e18,0.0
18258611,0.0,4461154901.0,2.644523848075332e18,0.0
18258612,0.0,4218480349.0,2.4982127686094653e18,0.0
18258614,0.0,75640584608.0,4.439362519942532e19,0.0
18258614,4.2754671212334633e18,0.0,0.0,7297303122.0
18258616,0.0,78602010624.0,4.5413849246907286e19,0.0
18258616,2.0084895046832198e19,0.0,0.0,34725226492.0
18258617,8.776144120021968e18,0.0,0.0,15088755332.0
18258617,2.234377506270034e18,0.0,0.0,3833385318.0
18258617,2.750091956513098e18,0.0,0.0,4713634058.0
18258618,0.0,41808864523.0,2.4146382015254516e19,0.0
18258618,1.8626404961380315e19,0.0,0.0,32092927747.0
18258618,1.1716765106486572e18,0.0,0.0,2011057022.0
18258618,1.1546203387843325e18,0.0,0.0,1980892990.0
18258618,2.524736304857776e18,0.0,0.0,4328425445.0
18258619,8.048794005084838e17,0.0,0.0,1379004809.0
18258620,0.0,26902359988.0,1.556348413084756e19,0.0
18258620,3.07973804e18,0.0,0.0,5304444304.0
18258620,1.174372971627644e19,0.0,0.0,20169297826.0
18258620,1.1940903475158787e17,0.0,0.0,204609795.0
18258621,6.6e17,0.0,0.0,1130753671.0
18258622,0.0,20431412791.0,1.182844012410459e19,0.0
18258622,6.761308873023326e18,0.0,0.0,11620413682.0
18258626,6.09999999974212e18,0.0,0.0,10457867554.0
18258648,0.0,5534725421.0,3.210815933829525e18,0.0
18258650,0.0,17605283095.0,1.0186791928017201e19,0.0
18258657,0.0,977088915.0,5.6418764617085523e17,0.0
18258663,5.88e16,0.0,0.0,101232689.0
18258691,0.0,6729438366.0,3.8824359938526536e18,0.0
18258698,0.0,732411367.0,4.221995384981247e17,0.0
18258718,5.3008966803791704e16,0.0,0.0,91413037.0
18258736,1.2736575503469789e17,0.0,0.0,219632366.0
18258747,0.0,8126632015.0,4.680305737433895e18,0.0
18258748,1.613531779247384e17,0.0,0.0,278731201.0
18258751,0.0,734379745.0,4.225527765727613e17,0.0
18258755,6e17,0.0,0.0,1036493593.0
18258756,1.9666836e17,0.0,0.0,339690083.0
18258756,6.599308901432198e16,0.0,0.0,113978973.0
18258757,2.3e16,0.0,0.0,39723420.0
18258761,8.346976308435043e16,0.0,0.0,144158098.0
18258773,0.0,735484496.0,4.2327769033299046e17,0.0
18258776,3.0952053633026856e16,0.0,0.0,53463952.0
18258795,0.0,935349332.0,5.382076592640525e17,0.0
18258808,5.820639910112193e17,0.0,0.0,1005498919.0
18258811,0.0,2000000000.0,1.1506985717472216e18,0.0
18258828,9614873592302388.0,0.0,0.0,16614935.0
18258831,5.8e16,0.0,0.0,100225305.0
18258859,0.0,14000000000.0,8.040748553028584e18,0.0
18258861,9.8e17,0.0,0.0,1698419532.0
18258866,3.988e18,0.0,0.0,6904884617.0
18258866,6.468e17,0.0,0.0,1118873423.0
18258871,1.19e17,0.0,0.0,205822781.0
18258874,2.97375e16,0.0,0.0,51432592.0
18258875,3.724e16,0.0,0.0,64407731.0
18258880,8.52e18,0.0,0.0,14711266102.0
18258942,0.0,496178256.0,2.8609510319975373e17,0.0
18258968,0.0,14868750.0,8572792441664881.0,0.0
18259023,0.0,180000000.0,1.03779340433784e17,0.0
18259072,0.0,355943397.0,2.052075504096691e17,0.0
18259107,3.59867994356356e17,0.0,0.0,620452135.0
18259115,0.0,263418049.0,1.5187569316539824e17,0.0
18259121,0.0,86238750.0,4.9719666740160376e16,0.0
18259122,0.0,180000000.0,1.0377323197314944e17,0.0
18259150,0.0,100000000.0,5.764999034015193e16,0.0
18259158,0.0,54000000.0,3.113045864871943e16,0.0
18259182,0.0,196233609.0,1.1312354682253133e17,0.0
18259185,0.0,138000000.0,7.95504203869796e16,0.0
18259204,0.0,245000000.0,1.4122477537450328e17,0.0
18259218,9.000057220808228e18,0.0,0.0,15493474257.0
18259226,0.0,330124913.0,1.9094363460135875e17,0.0
18259226,0.0,100000000.0,5.783702601722762e16,0.0
18259230,0.0,50000000.0,2.891802710229896e16,0.0
18259242,0.0,3948000000.0,2.282347283502942e18,0.0
18259246,0.0,421124662.0,2.4333389534073674e17,0.0
18259276,0.0,444000000.0,2.565268684266538e17,0.0
18259279,0.0,49003159.0,2.8310659009839324e16,0.0
18259289,0.0,396500000.0,2.2905905680844512e17,0.0
18259308,0.0,5000000.0,2888382736949766.0,0.0
18259311,0.0,28790281.0,1.6631407310056364e16,0.0
18259312,0.0,444000000.0,2.5647386796143088e17,0.0
