blockNumber,reserve0,reserve1
18253324,28299276808551.0,1.6889965588622405e22
18253325,28299186183016.0,1.6890019839934401e22
18253329,28299172619675.0,1.689002795940949e22
18253352,28299171903474.0,1.6890028388151944e22
18253354,28299371903474.0,1.688990937944237e22
18253355,28298958221535.0,1.6890157023707076e22
18253375,28295573245451.0,1.689218365916437e22
18253376,28295437453425.0,1.689226497001288e22
18253377,28295435382591.0,1.689226621001288e22
18253387,28295436970730.0,1.689226526474439e22
18253389,28295420313108.0,1.6892275239208857e22
18253397,28295534868299.0,1.6892207055569445e22
18253401,28295365736660.0,1.6892308330227232e22
18253419,28295355804225.0,1.6892314277727231e22
18253438,28295354804225.0,1.6892314876523177e22
18253445,28295252145357.0,1.689237634846239e22
18253448,28295302145357.0,1.6892346587869585e22
18253451,28296302145357.0,1.6891751398037105e22
18253460,28296277217254.0,1.6891766323900343e22
18253471,28296247313586.0,1.6891784228949866e22
18253472,28297695511702.0,1.6890922347250686e22
18253477,28297689511702.0,1.689092593943391e22
18253480,28297638528703.0,1.6890956462874937e22
18253482,28297718528703.0,1.6890908853994472e22
18253482,28297717700559.0,1.6890909349801296e22
18253493,28297684586973.0,1.6890929174801296e22
18253504,28297784586973.0,1.6890869663935651e22
18253511,28297758671104.0,1.6890885179607972e22
18253512,28297632350668.0,1.6890960807286654e22
18253513,28297769735237.0,1.689087904834403e22
18253520,28297771709556.0,1.6890877873412668e22
18253522,28297758464063.0,1.689088580341267e22
18253535,28297761498050.0,1.6890883997863923e22
18253578,28297981498050.0,1.6890753075219043e22
18253581,28297968805968.0,1.6890760673781936e22
18253582,28297970721362.0,1.6890759533933267e22
18253584,28298009705362.0,1.6890736334635113e22
18253589,28298061705362.0,1.689070538964148e22
18253591,28298031639331.0,1.6890723389641478e22
18253607,28297993727097.0,1.689074608707901e22
18253615,28298493727097.0,1.6890448543419904e22
18253615,28298692695245.0,1.6890330142920327e22
18253650,28299034216142.0,1.6890126917055331e22
18253651,28299145355380.0,1.6890060829747772e22
18253651,28300931355380.0,1.68889981383115e22
18253661,28301907714367.0,1.6888417249637639e22
18253669,28301909040880.0,1.6888416460450703e22
18253675,28301899930887.0,1.6888421912958084e22
18253677,28301898260098.0,1.6888422912958084e22
18253683,28301908260098.0,1.6888416963621556e22
18253689,28301983260098.0,1.688837234373125e22
18253690,28301978247702.0,1.688837534373125e22
18253691,28301466103579.0,1.6888681875841233e22
18253695,28301543103579.0,1.6888636064656142e22
18253698,28301493381569.0,1.6888665825055169e22
18253703,28301494970171.0,1.6888664879914983e22
18253720,28303980320206.0,1.6887186348214869e22
18253724,28303968622971.0,1.6887193348214868e22
18253724,28306968622971.0,1.6885408995674811e22
18253765,28307366622971.0,1.6885172299977405e22
18253769,28307557681199.0,1.6885058677564368e22
18253776,28307629750656.0,1.6885015818224353e22
18253776,28307845438531.0,1.6884887551041585e22
18253782,28308310067743.0,1.6884611247838463e22
18253782,28308343749303.0,1.6884591218621856e22
18253782,28308822878461.0,1.6884306302830127e22
18253782,28308842159074.0,1.6884294837749531e22
18253782,28309009369498.0,1.6884195407902953e22
18253782,28309023210877.0,1.6884187177331213e22
18253786,28309038992107.0,1.6884177793265508e22
18253788,28309610072478.0,1.6883838216125173e22
18253804,28309615026325.0,1.6883835270517068e22
18253808,28316515026325.0,1.6879733457395785e22
18253813,28314842612590.0,1.6880733457395785e22
18253817,28315842612590.0,1.6880139087195666e22
18253819,28316096782697.0,1.6879988022745445e22
18253819,28315879523038.0,1.6880117927789598e22
18253823,28318879523038.0,1.6878335073043293e22
18253827,28319061313038.0,1.687822705012472e22
18253829,28319311313038.0,1.6878078497846838e22
18253838,28319405319810.0,1.6878022638844361e22
18253846,28319605319810.0,1.687790379969574e22
18253851,28319606319810.0,1.6877903205504215e22
18253859,28319518503025.0,1.6877955700149564e22
18253865,28319501774374.0,1.6877965700149564e22
18253869,28319503117210.0,1.6877964902241959e22
18253876,28319531981057.0,1.6877947751481507e22
18253876,28319557395242.0,1.6877932650522693e22
18253878,28319645212027.0,1.6877880470515206e22
18253890,28319585212027.0,1.6877916336859313e22
18253891,28319600212027.0,1.6877907423977869e22
18253900,28319586829028.0,1.687791542397787e22
18253906,28319619829028.0,1.68778958156533e22
18253908,28319549829028.0,1.6877937659811748e22
18253924,28319649762271.0,1.687787828029695e22
18253939,28319650762271.0,1.6877877686107256e22
18253957,28321671593526.0,1.6876677014463116e22
18253963,28321662026844.0,1.6876682732334509e22
18253969,28321681007410.0,1.6876671455885062e22
18253970,28321647545027.0,1.6876691455885061e22
18253978,28323647545027.0,1.6875503327490286e22
18253988,28323600021878.0,1.6875531727490286e22
18253992,28323432688115.0,1.6875631727490288e22
18254014,28323428504797.0,1.6875634227490287e22
18254034,28323678504797.0,1.6875485720934479e22
18254036,28324282432234.0,1.6875126982992667e22
18254039,28324287284369.0,1.6875124100845898e22
18254042,28324787284369.0,1.687482710833099e22
18254043,28324865681529.0,1.6874780542542084e22
18254062,28324397110180.0,1.6875060542542084e22
18254063,28324396106116.0,1.6875061142542084e22
18254067,28325271106116.0,1.687454141643696e22
18254070,28325286643678.0,1.6874532187839578e22
18254076,28325396837981.0,1.6874466737780282e22
18254078,28325431909559.0,1.6874445907074579e22
18254080,28324929849429.0,1.6874745907074579e22
18254097,28324853678732.0,1.6874791422891133e22
18254098,28332124551639.0,1.687047383370605e22
18254103,28331833609506.0,1.6870647599408123e22
18254111,28331830290170.0,1.6870649581908122e22
18254116,28331795704508.0,1.6870670238498939e22
18254122,28331765830591.0,1.6870688080998938e22
18254126,28331840406091.0,1.6870643806939403e22
18254127,28331823662908.0,1.6870653806939403e22
18254136,28332023662908.0,1.687053507174137e22
18254142,28331971323386.0,1.6870566331574917e22
18254148,28332171323386.0,1.6870447597611347e22
18254148,28332331775059.0,1.687035234350611e22
18254152,28332231271328.0,1.6870412368262044e22
18254153,28332431271328.0,1.6870293636471425e22
18254157,28332381065562.0,1.6870323621053998e22
18254166,28332581065562.0,1.68702048905157e22
18254175,28332781065562.0,1.6870086161651116e22
18254182,28332894930762.0,1.687001856696955e22
18254192,28332892419097.0,1.687002006696955e22
18254192,28332665215058.0,1.6870155757349765e22
18254198,28332688711878.0,1.6870141808591384e22
18254200,28332661921195.0,1.6870157808591383e22
18254204,28332661737010.0,1.6870157918591385e22
18254205,28332887737010.0,1.6870023755852704e22
18254205,28332887536077.0,1.6870023875852704e22
18254211,28333387536077.0,1.6869727063220024e22
18254217,28333387234667.0,1.6869727243220025e22
18254217,28333386950002.0,1.6869727413220026e22
18254223,28333400654881.0,1.6869719277804745e22
18254228,28333400470686.0,1.6869719387804747e22
18254228,28333400269746.0,1.6869719507804747e22
18254232,28336400269746.0,1.6867938853007615e22
18254239,28336216036638.0,1.6868048853007616e22
18254241,28336215785413.0,1.6868049003007615e22
18254241,28336215517440.0,1.6868049163007616e22
18254243,28335740489447.0,1.6868332794426272e22
18254244,28335976378447.0,1.6868192791588952e22
18254255,28335976194219.0,1.6868192901588954e22
18254255,28335976026739.0,1.6868193001588954e22
18254265,28335975859259.0,1.6868193101588954e22
18254267,28335975691779.0,1.6868193201588953e22
18254272,28335976691779.0,1.6868192608082373e22
18254272,28334283100349.0,1.6869203884341121e22
18254273,28334256487526.0,1.686921977634112e22
18254280,28334254821296.0,1.6869220771341122e22
18254280,28334191201888.0,1.6869258762161473e22
18254284,28334291201888.0,1.6869199404222908e22
18254292,28334290201888.0,1.6869200001377776e22
18254301,28334157249470.0,1.6869279394936664e22
18254319,28334152225696.0,1.6869282394936665e22
18254328,28334150199441.0,1.6869283604936664e22
18254334,28334148709223.0,1.6869284494836664e22
18254335,28334149709223.0,1.6869283901253416e22
18254348,28334150709223.0,1.6869283307670209e22
18254362,28334152709223.0,1.6869282120503919e22
18254362,28334169371459.0,1.6869272230087977e22
18254364,28334271259120.0,1.6869211751581894e22
18254372,28334254513079.0,1.6869221751581894e22
18254373,28334294277856.0,1.6869198148084492e22
18254379,28334351907014.0,1.6869163940800646e22
18254381,28334352907014.0,1.6869163347225896e22
18254390,28334341184716.0,1.6869170347225895e22
18254393,28334307692489.0,1.6869190347225894e22
18254396,28334307675890.0,1.6869190357138394e22
18254413,28334284395490.0,1.6869204259138395e22
18254416,28333971970223.0,1.686939082755655e22
18254416,28334016698362.0,1.6869364277390365e22
18254419,28333874360208.0,1.6869449277390367e22
18254420,28333850360208.0,1.6869463609541931e22
18254424,28333445123634.0,1.686970560954193e22
18254426,28332798968100.0,1.6870091496351727e22
18254436,28332715246755.0,1.687014149638386e22
18254437,28332099011343.0,1.6870509533372172e22
18254443,28331697173540.0,1.6870749533372173e22
18254444,28332959564486.0,1.687000010259673e22
18254445,28332936122215.0,1.6870014102596728e22
18254447,28332941417779.0,1.6870010958968634e22
18254449,28333188623848.0,1.6869864210286376e22
18254450,28333218605848.0,1.6869846412276888e22
18254451,28333195036307.0,1.6869860488026889e22
18254456,28333188338401.0,1.686986448802689e22
18254456,28333188056168.0,1.6869864656577355e22
18254471,28333231822940.0,1.6869838675619393e22
18254474,28333281632940.0,1.6869809107360419e22
18254475,28333227295966.0,1.6869841557338924e22
18254489,28333092850439.0,1.6869921848588925e22
18254503,28332339361231.0,1.6870371848588924e22
18254504,28332235599985.0,1.6870433818922027e22
18254507,28329873966760.0,1.6871844402748537e22
18254508,28324595713238.0,1.6874997910695318e22
18254515,28324556454487.0,1.6875021370367505e22
18254516,28324587218784.0,1.6875003096818715e22
18254524,28324587001235.0,1.6875003226818714e22
18254524,28324586833890.0,1.6875003326818714e22
18254526,28324570099318.0,1.6875013326818714e22
18254530,28324568425862.0,1.6875014326818714e22
18254531,28324638447577.0,1.6874972735022144e22
18254536,28324638163089.0,1.6874972905022144e22
18254536,28324637895335.0,1.6874973065022146e22
18254539,28324627854554.0,1.6874979065022145e22
18254540,28324532476685.0,1.6875036059522642e22
18254545,28324676356895.0,1.6874950596946223e22
18254547,28324137477565.0,1.6875272616455453e22
18254547,28324113477565.0,1.6875286958483096e22
18254547,28324313477565.0,1.6875168158347182e22
18254548,28324313310223.0,1.6875168258347183e22
18254549,28324313126147.0,1.6875168368347182e22
18254556,28324286295245.0,1.6875184401881334e22
18254560,28324314956131.0,1.6875167377400233e22
18254562,28324360849799.0,1.6875140116769468e22
18254564,28324360582050.0,1.6875140276769467e22
18254564,28324360297567.0,1.6875140446769467e22
18254570,28324410297567.0,1.6875110747095339e22
18254570,28324392448384.0,1.6875121413283176e22
18254573,28324632919117.0,1.6874978576515904e22
18254574,28324632718302.0,1.6874978696515904e22
18254574,28324632500752.0,1.6874978826515904e22
18254575,28324659331654.0,1.6874962889427785e22
18254581,28324693049724.0,1.687494286152466e22
18254586,28324692748500.0,1.687494304152466e22
18254586,28324692464011.0,1.687494321152466e22
18254588,28325692464011.0,1.6874349251811755e22
18254592,28326192464011.0,1.6874052287666003e22
18254593,28326315339036.0,1.6873979310316141e22
18254593,28326815339036.0,1.687368235921059e22
18254597,28326815071241.0,1.6873682519210592e22
18254598,28326814753235.0,1.6873682709210592e22
18254601,28326796598316.0,1.68736935562593e22
18254605,28326527622310.0,1.6873854263409942e22
18254608,28326527454942.0,1.6873854363409943e22
18254608,28326527254100.0,1.6873854483409943e22
18254610,28326523984703.0,1.6873856436820614e22
18254610,28326495919060.0,1.6873873205595709e22
18254615,28326995919060.0,1.6873576258250413e22
18254615,28326708107891.0,1.6873748216698838e22
18254621,28326724996626.0,1.687373818654767e22
18254628,28326713996626.0,1.6873744758775883e22
18254631,28326514495226.0,1.6873863956819534e22
18254632,28329014495226.0,1.6872379326386865e22
18254639,28329029495226.0,1.6872370419395073e22
18254646,28328104744568.0,1.687292286315546e22
18254650,28327854419158.0,1.6873072413155462e22
18254656,28328004419158.0,1.6872983336354211e22
18254664,28327533281632.0,1.687326480865205e22
18254672,28327583281632.0,1.6873235115605282e22
18254694,28327592801632.0,1.687322946206105e22
18254700,28327226235678.0,1.687344846559822e22
18254701,28327221214374.0,1.687345146559822e22
18254706,28327341954423.0,1.6873379761395195e22
18254714,28327340954423.0,1.6873380358844571e22
18254730,28327324216614.0,1.6873390358844571e22
18254751,28327449216614.0,1.6873316125323395e22
18254753,28328160653809.0,1.6872893637861946e22
18254753,28323654646567.0,1.6875586021890476e22
18254759,28324574681686.0,1.6875039515717627e22
18254763,28324569323144.0,1.6875042717803712e22
18254770,28324569105596.0,1.687504284780371e22
18254770,28324568904782.0,1.687504296780371e22
18254778,28323730353045.0,1.6875544073270939e22
18254788,28331410868333.0,1.6870982911762882e22
18254806,28331410566967.0,1.6870983091762883e22
18254806,28331410315828.0,1.6870983241762884e22
18254810,28331363389310.0,1.6871011270019909e22
18254826,28331363221885.0,1.687101137001991e22
18254826,28331363037717.0,1.687101148001991e22
18254826,28332363037717.0,1.6870417798504385e22
18254837,28333422037717.0,1.6869789135397443e22
18254839,28334212038313.0,1.6869320191241368e22
18254839,28334268038313.0,1.686928695064771e22
18254843,28334267770378.0,1.6869287110647709e22
18254845,28334366895378.0,1.686922827214942e22
18254845,28334366644187.0,1.686922842214942e22
18254848,28335611876910.0,1.6868489313364709e22
18254853,28335601935349.0,1.686849524949198e22
18254856,28335601650641.0,1.686849541949198e22
18254863,28337317947688.0,1.6867476815680316e22
18254867,28337305385513.0,1.6867484315680315e22
18254875,28337300360646.0,1.6867487315680316e22
18254875,28337295335781.0,1.6867490315680315e22
18254879,28337308326584.0,1.686748260623682e22
18254884,28337296384616.0,1.6867489735959147e22
18254888,28337046818535.0,1.6867638735959147e22
18254895,28337026368898.0,1.6867650945250731e22
18254898,28337326758914.0,1.6867472676018807e22
18254899,28354626790011.0,1.685721216675189e22
18254903,28354624944845.0,1.6857213267029692e22
18254923,28355624944845.0,1.6856620557701717e22
18254933,28355644750291.0,1.6856608819251291e22
18254936,28355632750291.0,1.685661597437181e22
18254942,28356027994349.0,1.6856381721177074e22
18254944,28356527994349.0,1.6856085390584902e22
18254950,28356581961949.0,1.6856053406707829e22
18254959,28358581961949.0,1.6854868193087156e22
18254963,28358567538839.0,1.6854876791233885e22
18254964,28358517214933.0,1.6854906791233885e22
18254967,28359472570219.0,1.6854340697537754e22
18254970,28359556954687.0,1.6854290697537597e22
18254970,28359531790959.0,1.6854305697537597e22
18254977,28359523403060.0,1.6854310697537597e22
18254983,28368367743840.0,1.6849071826836121e22
18254984,28392699785325.0,1.6834675765785307e22
18254989,28405399785325.0,1.6827171584587399e22
18254995,28405599785325.0,1.6827053462171037e22
18255001,28405923224738.0,1.6826862438459543e22
18255006,28405773526148.0,1.6826951382955213e22
18255011,28405519028294.0,1.6827102596842222e22
18255025,28405418931201.0,1.6827162071842221e22
18255026,28405085721996.0,1.6827360058810621e22
18255029,28405418931201.0,1.6827163257968364e22
18255033,28405913552544.0,1.6826871131989546e22
18255036,28408219904355.0,1.6825509122394833e22
18255044,28408719906103.0,1.682521387691771e22
18255049,28408673568700.0,1.6825241403111992e22
18255061,28408693568700.0,1.6825229593511754e22
18255066,28410693568700.0,1.6824048717204967e22
18255074,28410713568700.0,1.6824036909281475e22
18255092,28410503660595.0,1.682416158599045e22
18255093,28410461907209.0,1.6824186385990452e22
18255102,28410483304357.0,1.6824173752990363e22
18255113,28410470127096.0,1.6824181579810045e22
18255121,28410570127096.0,1.682412253942776e22
18255123,28410424724201.0,1.682420890339688e22
18255123,28410173870412.0,1.6824357903396879e22
18255125,28410140199101.0,1.6824377903396879e22
18255128,28410390199101.0,1.682423029978166e22
18255134,28410280765968.0,1.682429529978166e22
18255141,28410380765968.0,1.6824236258606786e22
18255142,28410364077373.0,1.6824246171106785e22
18255151,28410213932341.0,1.6824335353047471e22
18255151,28410713932341.0,1.6824040149919656e22
18255152,28410913932341.0,1.6823922071575372e22
18255152,28410691952695.0,1.6824053916525646e22
18255153,28410681952695.0,1.682405985607964e22
18255153,28410157926060.0,1.6824371110379986e22
18255159,28409747870212.0,1.6824614677865034e22
18255160,28409739452632.0,1.6824619677865034e22
18255160,28409593997627.0,1.6824706077865032e22
18255164,28409643997627.0,1.6824676555791385e22
18255175,28409643980940.0,1.6824676565703885e22
18255178,28409093980940.0,1.6825003271524438e22
18255185,28409193980940.0,1.682494422539856e22
18255186,28409143919410.0,1.682497396289856e22
18255191,28408977259344.0,1.682507296289856e22
18255191,28409001436202.0,1.6825058687244783e22
18255192,28408936357130.0,1.6825097345994781e22
18255194,28408088162311.0,1.6825601213133723e22
18255196,28408059796301.0,1.6825618064383723e22
18255200,28409059796301.0,1.6825027578704085e22
18255202,28409072055621.0,1.682502034000911e22
18255227,28407355686871.0,1.6826039964431857e22
18255231,28408355686871.0,1.6825449449310145e22
18255235,28408117135165.0,1.682559116293048e22
18255241,28408723419558.0,1.682523315702694e22
18255245,28408655633797.0,1.6825273424439954e22
18255258,28408453394740.0,1.6825393563551194e22
18255258,28408361315737.0,1.682544826319518e22
18255261,28404632938968.0,1.6827663407875797e22
18255275,28404195389479.0,1.6827923407875795e22
18255284,28404331939479.0,1.682784275259334e22
18255291,28401162802101.0,1.6829726133794382e22
18255291,28402162802101.0,1.6829135360519662e22
18255293,28402152238373.0,1.68291416386834e22
18255309,28402140563142.0,1.68291485774334e22
18255319,28401940417807.0,1.68292675274334e22
18255323,28406940417807.0,1.6826314237086404e22
18255324,28409219417807.0,1.6824968471922124e22
18255326,28409244417807.0,1.682495371044751e22
18255327,28409264417807.0,1.6824941901286499e22
18255346,28409247730567.0,1.68249518137865e22
18255352,28409297730567.0,1.6824922290921826e22
18255361,28409282579443.0,1.6824931290921826e22
18255362,28409332579443.0,1.682490176812938e22
18255369,28409532579443.0,1.6824783677996287e22
18255372,28411740230884.0,1.6823480278891239e22
