blockNumber,reserve0,reserve1
18282529,5.298090717611979e21,8698841892602.0
18282561,5.298151464749705e21,8698742453302.0
18282563,5.298705765730732e21,8697835201979.0
18282566,5.298705158360171e21,8697836201979.0
18282572,5.298644953444339e21,8697935326979.0
18282574,5.29864434608774e21,8697936326979.0
18282643,5.29876664608774e21,8697736173532.0
18282702,5.298759794774871e21,8697747453572.0
18282724,5.298940037689669e21,8697452488093.0
18282727,5.298989600189669e21,8697371383141.0
18282734,5.299076942370104e21,8697228458537.0
18282736,5.299097667689209e21,8697194544824.0
18282752,5.302035815745863e21,8692389409194.0
18282782,5.302193925744914e21,8692130982068.0
18282788,5.302773919470863e21,8691183127414.0
18282791,5.302962192115364e21,8690875487418.0
18282798,5.303661721497625e21,8689732638023.0
18282800,5.30391951664666e21,8689311543637.0
18282840,5.303905532016577e21,8689334523393.0
18282846,5.303847026436002e21,8689430661964.0
18282861,5.30610604431281e21,8685742323416.0
18282947,5.305182631153534e21,8687258701514.0
18282967,5.305084982146555e21,8687419086268.0
18282971,5.305448685564996e21,8686825325793.0
18283004,5.305511239847657e21,8686723211609.0
18283009,5.30553098442926e21,8686690980873.0
18283028,5.305546889506967e21,8686665017856.0
18283044,5.305557793256967e21,8686647218960.0
18283056,5.305527018239213e21,8686697757979.0
18283151,5.305547018239213e21,8686665110497.0
18283161,5.305555930617229e21,8686650562241.0
18283167,5.306375775347229e21,8685312484585.0
18283170,5.307125442575265e21,8684089305734.0
18283177,5.307116367087092e21,8684104200734.0
18283191,5.307074874873505e21,8684172299816.0
18283218,5.307068782010083e21,8684182299816.0
18283260,5.307074275626806e21,8684173337355.0
18283264,5.30707915884167e21,8684165370739.0
18283268,5.307084042056535e21,8684157404138.0
18283269,5.307114705804381e21,8684107378849.0
18283302,5.30707875757388e21,8684166378849.0
18283316,5.307139828327402e21,8684066747490.0
18283318,5.307141660450007e21,8684063758585.0
18283322,5.30714776752536e21,8684053795582.0
18283326,5.307138627985226e21,8684068795582.0
18283334,5.307122786190314e21,8684094795582.0
18283335,5.307123404088749e21,8684093787543.0
18283347,5.307117311114527e21,8684103787543.0
18283360,5.307099397851404e21,8684133187543.0
18283373,5.307053092017741e21,8684209187543.0
18283375,5.306929883015061e21,8684411412248.0
18283387,5.306921962729817e21,8684424412248.0
18283387,5.306901171821902e21,8684458537694.0
18283390,5.306895700026543e21,8684467518946.0
18283396,5.306847068139801e21,8684547342780.0
18283410,5.306351930913941e21,8685360138780.0
18283410,5.306011316023068e21,8685919365780.0
18283420,5.305721357681475e21,8686395480714.0
18283428,5.305708112492001e21,8686417230714.0
18283432,5.305662799733459e21,8686491639871.0
18283441,5.305622038475142e21,8686558575989.0
18283446,5.305623867247213e21,8686555590840.0
18283458,5.30532207191836e21,8687051215840.0
18283461,5.306163085040364e21,8685678470669.0
18283465,5.30615871100576e21,8685685652093.0
18283470,5.306158107259522e21,8685686643343.0
18283470,5.306163596855213e21,8685677684354.0
18283473,5.306167868703429e21,8685670712735.0
18283478,5.306120639814305e21,8685748255059.0
18283491,5.306116033287208e21,8685755818318.0
18283492,5.306110983033742e21,8685764110128.0
18283501,5.306114033478955e21,8685759131728.0
18283511,5.306022066191825e21,8685910131728.0
18283524,5.306017802885196e21,8685917131728.0
18283530,5.306019023271754e21,8685915139957.0
18283542,5.304827963292708e21,8687871202567.0
18283546,5.304812273819841e21,8687896975067.0
18283553,5.304619180216964e21,8688214175067.0
18283559,5.305107259300198e21,8687417242044.0
18283590,5.30507194718362e21,8687475242044.0
18283591,5.305041506081722e21,8687525242044.0
18283592,5.304980624927012e21,8687625242044.0
18283594,5.304949576077231e21,8687676242044.0
18283622,5.304766943144271e21,8687976242044.0
18283626,5.304718406831291e21,8688055973173.0
18283645,5.304535789838533e21,8688355973173.0
18283650,5.304537010158074e21,8688353980396.0
18283655,5.304500725646059e21,8688413590396.0
18283662,5.304318123663052e21,8688713590396.0
18283738,5.304348459240914e21,8688664048700.0
18283779,5.304359459240913e21,8688646084500.0
18283782,5.304348525142353e21,8688664048700.0
18283802,5.304524211431684e21,8688377142694.0
18283844,5.304514244243579e21,8688393517288.0
18283864,5.304477171150364e21,8688454423356.0
18283904,5.304505963251617e21,8688407405144.0
18283905,5.304609462812883e21,8688238392011.0
18283925,5.304672510241726e21,8688135439794.0
18283937,5.304699435597175e21,8688091473242.0
18283969,5.304706682732803e21,8688079639433.0
18283972,5.304797495320459e21,8687931354777.0
18283996,5.304871384483322e21,8687810707523.0
18284010,5.304936189483322e21,8687704895779.0
18284010,5.305030887640368e21,8687550279986.0
18284017,5.305141761244633e21,8687369261183.0
18284018,5.305136281681555e21,8687378261183.0
18284044,5.305196250052244e21,8687280356222.0
18284051,5.305162473980602e21,8687335831454.0
18284071,5.30516401970302e21,8687338362613.0
18284079,5.305128205814715e21,8687397185613.0
18284092,5.305106113252012e21,8687433472235.0
18284097,5.305416113252011e21,8686927380823.0
18284100,5.305257803084627e21,8687187380823.0
18284104,5.30519745113229e21,8687286503678.0
18284160,5.305190198591712e21,8687298415500.0
18284165,5.305179804731638e21,8687315486790.0
18284165,5.305179195882601e21,8687316486790.0
18284169,5.305057428884366e21,8687516486790.0
18284187,5.30495956483489e21,8687677233313.0
18284241,5.304956520844241e21,8687682233313.0
18284243,5.304951391947081e21,8687690657953.0
18284251,5.304947012019093e21,8687697852362.0
18284265,5.304852650380572e21,8687852852362.0
18284277,5.304849289181874e21,8687858373625.0
18284279,5.304728602654418e21,8688056623625.0
18284316,5.304847552654419e21,8687862396730.0
18284336,5.30510061273814e21,8687449217791.0
18284366,5.305143966622941e21,8687378436531.0
18284369,5.305550085032941e21,8686715447632.0
18284370,5.307455819664621e21,8683605684861.0
18284374,5.307454642138586e21,8683607617226.0
18284419,5.307448569770839e21,8683617582226.0
18284442,5.308186046881178e21,8682414768328.0
18284485,5.308176062327248e21,8682431148887.0
18284489,5.308111413475135e21,8682537212637.0
18284502,5.309114413475135e21,8680901824263.0
18284512,5.30909499298232e21,8680933674263.0
18284514,5.309076700654551e21,8680963674263.0
18284515,5.309053530553902e21,8681001674263.0
18284524,5.309027860757825e21,8681043774263.0
18284529,5.308640272738315e21,8681679491277.0
18284540,5.308635191403846e21,8681687826237.0
18284542,5.30854984309348e21,8681827826237.0
18284544,5.30274185293433e21,8691365486142.0
18284551,5.302734654252896e21,8691377320533.0
18284552,5.302552175308864e21,8691677320533.0
18284601,5.302461676444628e21,8691826110630.0
18284613,5.298271233490322e21,8698721234163.0
18284614,5.298248765004044e21,8698758234163.0
18284621,5.298258677504044e21,8698742008500.0
18284637,5.295710193025951e21,8702940753593.0
18284654,5.294982287713438e21,8704140753593.0
18284655,5.294375853043445e21,8705140753593.0
18284659,5.294390721793445e21,8705116379446.0
18284677,5.294402721793445e21,8705096708103.0
18284677,5.294434721793445e21,8705044251623.0
18284683,5.294437784755945e21,8705039230649.0
18284727,5.294440820222418e21,8705034254754.0
18284730,5.294520820222418e21,8704903116624.0
18284789,5.294536312243481e21,8704877722149.0
18284798,5.294753105240788e21,8704522371247.0
18284806,5.29500876509124e21,8704103350030.0
18284815,5.295068765091239e21,8704005017128.0
18284831,5.295150595048993e21,8703870911094.0
18284898,5.295170420048993e21,8703838421757.0
18284902,5.290202249775688e21,8712037024772.0
18284905,5.290213021770336e21,8712019338438.0
18284909,5.290218479184676e21,8712010378040.0
18284921,5.29070406049433e21,8711213187467.0
18284948,5.290865456147042e21,8710948252700.0
18284948,5.291497487873902e21,8709910912919.0
18284962,5.291547487873903e21,8709828859593.0
18284973,5.291638876923195e21,8709678888084.0
18284974,5.292644076923195e21,8708029672842.0
18284983,5.292663901923195e21,8707997152587.0
18284987,5.293959939352805e21,8705871703780.0
18285006,5.293999939352806e21,8705806121957.0
18285008,5.294009851852805e21,8705789870115.0
18285008,5.294016790602805e21,8705778493862.0
18285015,5.294377960002665e21,8705186388675.0
18285020,5.294462238240165e21,8705048233601.0
18285022,5.294552361992034e21,8704900500989.0
18285029,5.294613561992034e21,8704800183619.0
18285033,5.294623474492033e21,8704783935538.0
18285054,5.294653474492033e21,8704734761387.0
18285074,5.295233211727042e21,8703784600944.0
18285085,5.300844977513561e21,8694597910011.0
18285087,5.311793181031653e21,8676731034244.0
18285109,5.315213409904626e21,8671164483655.0
18285128,5.315877625190388e21,8670084277527.0
18285129,5.316699625190388e21,8668747840895.0
18285140,5.317279995568142e21,8667804502788.0
18285150,5.317306401356239e21,8667761587531.0
18285176,5.317616401356239e21,8667257800620.0
18285180,5.317764510691148e21,8667017126031.0
18285215,5.31794526223818e21,8666723426660.0
18285224,5.324038023133058e21,8656835069610.0
18285249,5.328176406097607e21,8650131487052.0
18285252,5.340561294887155e21,8630137687052.0
18285252,5.340549202294445e21,8630157287052.0
18285264,5.340518354091905e21,8630207287052.0
18285271,5.339521285896494e21,8631823686189.0
18285272,5.335713985893346e21,8638001465570.0
18285279,5.335693465874789e21,8638034785570.0
18285294,5.335681764854571e21,8638053785570.0
18285295,5.335665427756243e21,8638080313727.0
18285320,5.335104908063044e21,8638990583227.0
18285323,5.339758786147369e21,8631483821044.0
18285325,5.339265406541202e21,8632283821044.0
18285327,5.339246906584727e21,8632313821044.0
18285336,5.339140484992862e21,8632486401044.0
18285339,5.339078821859692e21,8632586401044.0
18285349,5.338467663099417e21,8633577651044.0
18285377,5.338436839136606e21,8633627651044.0
18285379,5.336442669016307e21,8636863651044.0
18285387,5.336257871062591e21,8637163651044.0
18285434,5.336270241711988e21,8637143688266.0
18285441,5.336320241711988e21,8637063003149.0
18285454,5.336258700237975e21,8637162911536.0
18285501,5.336226080398232e21,8637215868558.0
18285505,5.336213761138876e21,8637235868558.0
18285509,5.336152781643118e21,8637334868558.0
18285515,5.335937208747389e21,8637684868558.0
18285527,5.335918731883311e21,8637714868558.0
18285529,5.335909662948887e21,8637729593429.0
18285537,5.335709505806445e21,8638054593429.0
18285539,5.335697188935695e21,8638074593429.0
18285545,5.335728303920794e21,8638024372123.0
18285586,5.339720210180391e21,8631586061049.0
18285601,5.339830210180391e21,8631408784607.0
18285609,5.340175296044223e21,8630852690128.0
18285618,5.340321048659052e21,8630617836169.0
18285624,5.340517947490513e21,8630300589660.0
18285626,5.34065257016338e21,8630083696930.0
18285626,5.340657526413381e21,8630075712046.0
18285644,5.340915470508246e21,8629660165466.0
18285649,5.341148438737797e21,8629284889320.0
18285656,5.341188438737797e21,8629220458737.0
18285664,5.341204881194907e21,8629193974089.0
18285754,5.342173656053635e21,8627633809257.0
18285755,5.342235444324737e21,8627534321442.0
18285757,5.342415444324737e21,8627244509188.0
18285767,5.34326750594594e21,8625872896293.0
18285769,5.344134474509941e21,8624477735071.0
18285796,5.344019961394165e21,8624663098821.0
18285807,5.344004517392345e21,8624688098821.0
18285807,5.343950121717412e21,8624776153049.0
18285810,5.343948280835898e21,8624779133049.0
18285820,5.343958280835461e21,8624795272387.0
18285843,5.343933571139278e21,8624835272387.0
18285848,5.343879440523349e21,8624922900199.0
18285852,5.343845895504346e21,8624977204494.0
18285861,5.343537053734897e21,8625477204494.0
18285881,5.343666053734898e21,8625269603838.0
18285924,5.343473728846073e21,8625580982847.0
18285941,5.3434163271499e21,8625673922043.0
18285953,5.343591434647741e21,8625392109880.0
18286000,5.343577328772098e21,8625414947542.0
18286027,5.343561516803615e21,8625440547542.0
18286028,5.343779516803615e21,8625089727449.0
18286042,5.343768869059933e21,8625106965112.0
18286068,5.343741093662322e21,8625151931107.0
18286091,5.343728838629337e21,8625171771107.0
18286092,5.343697954219137e21,8625221771107.0
18286163,5.343668923199563e21,8625268771107.0
18286173,5.34319819328258e21,8626030934342.0
18286183,5.343179721860071e21,8626060844342.0
18286192,5.343148843806384e21,8626110844342.0
18286209,5.343012555034557e21,8626331539985.0
18286210,5.34283307958185e21,8626622186044.0
18286219,5.342740458528285e21,8626772186044.0
18286231,5.342586097249696e21,8627022186044.0
18286244,5.342558611360016e21,8627066703082.0
18286244,5.342527740495442e21,8627116703082.0
18286245,5.342491313334742e21,8627175703082.0
18286269,5.342336966473762e21,8627425703082.0
18286272,5.340296439195311e21,8630732161834.0
18286275,5.340607906656839e21,8630230322310.0
18286288,5.340595604319827e21,8630250262310.0
18286289,5.340597586819827e21,8630247068259.0
18286291,5.340602543069826e21,8630239083142.0
18286307,5.340603695369827e21,8630237226650.0
18286335,5.340613607869827e21,8630221256466.0
18286343,5.340642397624173e21,8630174873176.0
18286354,5.340665314686521e21,8630137951761.0
18286360,5.340693306690775e21,8630092854595.0
18286372,5.340695726671557e21,8630088955852.0
18286379,5.340718606422895e21,8630052095283.0
18286384,5.340756737203044e21,8629990665147.0
18286386,5.340756743014185e21,8629990655786.0
18286387,5.340822839625714e21,8629884173707.0
18286394,5.342194635587033e21,8627674794448.0
18286420,5.342171176949332e21,8627712794448.0
18286423,5.342109444677487e21,8627812794448.0
18286440,5.342090980832801e21,8627842704448.0
18286458,5.342078634635539e21,8627862704448.0
18286463,5.342072461558351e21,8627872704448.0
18286472,5.342036864236574e21,8627930370340.0
18286473,5.342028305190573e21,8627944235684.0
18286488,5.342022132229877e21,8627954235684.0
18286497,5.341991267640495e21,8628004235684.0
18286526,5.341929539532749e21,8628104235684.0
18286527,5.341932013027704e21,8628100252566.0
18286546,5.341896374676266e21,8628157987965.0
18286568,5.341866128801496e21,8628206987965.0
18286570,5.34178011561253e21,8628346337152.0
18286570,5.341718392392007e21,8628446337152.0
18286585,5.341657210659506e21,8628545462152.0
18286589,5.341626350293211e21,8628595462152.0
18286612,5.341593607835007e21,8628648512152.0
18286616,5.341439313249135e21,8628898512152.0
18286625,5.34137958900501e21,8628995285869.0
18286639,5.341333120623522e21,8629070582051.0
18286654,5.341271592884419e21,8629170282051.0
18286674,5.341239502751564e21,8629222282051.0
18286677,5.341166098023822e21,8629341232051.0
18286720,5.341011828171423e21,8629591232051.0
18286762,5.340994432476719e21,8629619423326.0
18286768,5.340945806088244e21,8629698227701.0
18286778,5.340916864379132e21,8629745131585.0
18286782,5.340870991738559e21,8629819475335.0
18286794,5.340840410416738e21,8629869037835.0
18286800,5.34082807000795e21,8629889037835.0
18286810,5.34070466905733e21,8630089037835.0
18286840,5.340752479910852e21,8630012012341.0
18286856,5.340742257927381e21,8630028579567.0
18286888,5.340745257927382e21,8630023746456.0
18286909,5.340742172930107e21,8630028746456.0
18286916,5.34067738881074e21,8630133746456.0
18286928,5.342715709234711e21,8626851104076.0
18286950,5.342712621964269e21,8626856104076.0
18286980,5.342573748395387e21,8627081023243.0
18286997,5.341956398156689e21,8628081023243.0
18287001,5.341771220969793e21,8628381023243.0
18287017,5.341192972301817e21,8629317960543.0
18287021,5.341159161497132e21,8629372750543.0
18287029,5.340929611600666e21,8629744751723.0
18287039,5.339201838709793e21,8632545751723.0
18287055,5.339209768709793e21,8632532968798.0
18287062,5.339212853653307e21,8632527995971.0
18287064,5.339285335921616e21,8632411158590.0
18287087,5.339291481671616e21,8632401252129.0
18287107,5.339516057367556e21,8632039269534.0
18287115,5.339531539208904e21,8632014316232.0
18287174,5.339546407958904e21,8631990351234.0
18287179,5.339726407958903e21,8631700243273.0
18287192,5.339736320458904e21,8631684267757.0
18287194,5.339810694250094e21,8631564404857.0
18287217,5.33987268976162e21,8631464493690.0
18287247,5.339888188111045e21,8631439517113.0
18287252,5.339979577518886e21,8631292240198.0
18287253,5.340305110192954e21,8630767674880.0
18287255,5.340373110192953e21,8630658107340.0
18287287,5.340396018949534e21,8630621195378.0
18287295,5.340403727904846e21,8630608774319.0
18287302,5.340445129643041e21,8630542066351.0
18287306,5.340516770401762e21,8630426638625.0
18287308,5.340522142643494e21,8630417982984.0
18287323,5.340523380351506e21,8630415988818.0
18287326,5.340538380351506e21,8630391821242.0
18287328,5.340553249101506e21,8630367865266.0
18287356,5.340571990012608e21,8630337670797.0
18287399,5.338571990012607e21,8633580600407.0
18287414,5.338593897674197e21,8633545277597.0
18287445,5.338748628411768e21,8633295805781.0
18287449,5.338279686482287e21,8634056480890.0
18287459,5.338031211991105e21,8634459587972.0
18287473,5.338032698866105e21,8634457190114.0
18287489,5.338069698866105e21,8634397521261.0
18287507,5.338087598619924e21,8634368655131.0
18287542,5.33794922434616e21,8634593155131.0
18287585,5.338128090486895e21,8634304701356.0
18287586,5.338139090486895e21,8634286962512.0
18287607,5.338136486861123e21,8634291186476.0
18287609,5.338142632611123e21,8634281275725.0
18287611,5.338204616594462e21,8634181320470.0
18287619,5.338655278653719e21,8633454653282.0
18287619,5.338906249182386e21,8633050030565.0
18287643,5.339206130218327e21,8632566602562.0
18287644,5.339289487929707e21,8632432234074.0
18287663,5.339292830367167e21,8632426846319.0
18287670,5.339316904431909e21,8632388040952.0
18287678,5.33938839161313e21,8632272811688.0
18287679,5.339492088872088e21,8632105668890.0
18287691,5.339506957622088e21,8632081703461.0
18287692,5.339526598640114e21,8632050046302.0
18287697,5.339534528640114e21,8632037264889.0
18287713,5.340030436729442e21,8631238045436.0
18287739,5.340078365743396e21,8631160809551.0
18287745,5.340081469126394e21,8631155808609.0
18287750,5.34008705521579e21,8631146806928.0
18287762,5.34009325521579e21,8631136815985.0
18287787,5.34009082667682e21,8631140753020.0
18287797,5.340286245130879e21,8630825858980.0
18287809,5.340342357279248e21,8630735445055.0
18287823,5.340348268804413e21,8630725919881.0
18287823,5.340354520683607e21,8630715846322.0
18287837,5.34086028030038e21,8629901001271.0
18287938,5.341043890214351e21,8629605219778.0
18287976,5.341424057478371e21,8628992863974.0
18287992,5.341483167065674e21,8628897660818.0
18288005,5.34155273508434e21,8628785615786.0
18288010,5.341597907628228e21,8628712863239.0
18288044,5.341852220414988e21,8628303303210.0
18288132,5.341852834059485e21,8628302315009.0
18288157,5.341835708311321e21,8628330060296.0
18288165,5.342361791976939e21,8627482942982.0
18288174,5.342232147774549e21,8627692942982.0
18288184,5.342222968741202e21,8627707811732.0
18288192,5.342220012334623e21,8627712600708.0
18288193,5.342133586761525e21,8627852600708.0
18288201,5.342047163988946e21,8627992600708.0
18288204,5.342036799616961e21,8628009390709.0
18288205,5.341944042449825e21,8628159657701.0
18288213,5.341925524365e21,8628189657701.0
18288231,5.338298500438952e21,8634069586816.0
18288232,5.338235186632707e21,8634172298797.0
18288255,5.338244487442706e21,8634157300631.0
18288286,5.337919385387917e21,8634684739950.0
18288293,5.337606239359774e21,8635192842884.0
18288322,5.337553944489203e21,8635277701061.0
18288338,5.337494375005352e21,8635374365683.0
18288367,5.337483282669232e21,8635392365683.0
18288370,5.337464031243752e21,8635423605958.0
18288371,5.33734265720879e21,8635620571018.0
18288382,5.33732785714787e21,8635644589083.0
18288386,5.337243185853861e21,8635781999231.0
18288387,5.335150127866436e21,8639180138140.0
18288389,5.334827598703897e21,8639704011086.0
18288392,5.334587635815256e21,8640093815662.0
18288393,5.333978688981772e21,8641083168947.0
18288418,5.333948071544162e21,8641132918947.0
18288470,5.333988071544163e21,8641068312806.0
18288485,5.333979355465314e21,8641082475377.0
18288487,5.333981821077725e21,8641078493054.0
18288488,5.334059411011455e21,8640953175861.0
18288538,5.334041316902034e21,8640982575861.0
18288559,5.334006284208425e21,8641039498887.0
18288559,5.334000129858442e21,8641049498887.0
18288580,5.333938587139908e21,8641149498887.0
18288581,5.333937283547603e21,8641151617103.0
18288586,5.333860357186803e21,8641276617103.0
18288588,5.333909919686803e21,8641196563552.0
18288597,5.333902278083054e21,8641208980595.0
18288605,5.333327954516566e21,8642142315907.0
18288616,5.333266965691291e21,8642241440907.0
18288646,5.333209037883951e21,8642335592944.0
18288649,5.333519466943698e21,8641834088431.0
18288667,5.333365640641049e21,8642084088431.0
18288715,5.332851843940725e21,8642919220425.0
18288728,5.332789977143373e21,8643019790425.0
18288728,5.332814583743373e21,8642980029563.0
18288733,5.333124966697408e21,8642478525050.0
18288748,5.333126815063606e21,8642475538708.0
18288891,5.333104532387908e21,8642511757190.0
18288892,5.333044007528699e21,8642610136425.0
18288897,5.333014735348538e21,8642657717259.0
18288918,5.332996279229607e21,8642687717259.0
18288919,5.33297397383084e21,8642723974453.0
18288958,5.332745278814639e21,8643095733328.0
18288982,5.332609118427823e21,8643317086215.0
18288990,5.332590665120465e21,8643347086215.0
18289001,5.332555218321104e21,8643404713540.0
18289009,5.332484698047818e21,8643519363540.0
18289013,5.332424808717765e21,8643616732418.0
18289018,5.332271045704053e21,8643866732418.0
18289053,5.332291045704053e21,8643834408844.0
18289135,5.332229471029534e21,8643934525094.0
18289158,5.332169199295375e21,8644032525094.0
18289184,5.332142630654566e21,8644075725598.0
18289198,5.332139306026109e21,8644081131461.0
18289307,5.333150968007165e21,8642446327086.0
18289317,5.33315107529747e21,8642446153743.0
18289384,5.333222567869188e21,8642330648136.0
18289387,5.333227370211985e21,8642322889434.0
18289402,5.333302521825002e21,8642201475718.0
18289409,5.333424883989288e21,8642003796715.0
18289439,5.333547298880052e21,8641806041594.0
18289443,5.333638990525721e21,8641657924274.0
18289447,5.333700061464479e21,8641559274011.0
18289467,5.330534051296562e21,8646707274011.0
18289476,5.33059527011022e21,8646608269467.0
18289495,5.33061080411022e21,8646583147869.0
18289506,5.335048121555837e21,8639413085684.0
18289507,5.335055060305837e21,8639401883010.0
18289531,5.336512168797579e21,8637050011583.0
18289545,5.33797191882481e21,8634695162084.0
18289548,5.339847762998793e21,8631670962084.0
18289557,5.342605452150273e21,8627228917480.0
18289583,5.342602436706787e21,8627233801467.0
18289584,5.345198423837944e21,8623056401467.0
18289584,5.343189844302789e21,8626307682411.0
18289596,5.334004195535877e21,8641207682411.0
18289600,5.333828747900562e21,8641492776187.0
18289605,5.336089636117662e21,8637842376187.0
18289620,5.337869957597986e21,8634970066187.0
18289621,5.3378628783127e21,8634981552686.0
18289625,5.337555972206488e21,8635479552686.0
18289630,5.337473479351613e21,8635613419185.0
18289633,5.337467046429997e21,8635623858478.0
18289637,5.338811118759471e21,8633456317644.0
18289653,5.340166716897098e21,8631271293034.0
18289657,5.339296379861045e21,8632682475088.0
18289673,5.340624054474975e21,8630542834178.0
18289677,5.34061480026051e21,8630557834178.0
18289681,5.340602461357842e21,8630577834178.0
18289684,5.34059476812721e21,8630590304103.0
18289686,5.340517154837594e21,8630716109166.0
18289687,5.338590944290396e21,8633839517641.0
18289695,5.339921910574347e21,8631694002406.0
18289703,5.341202333573305e21,8629630970509.0
18289705,5.340236693018498e21,8631196106421.0
18289710,5.340197831293906e21,8631259106421.0
18289713,5.341507307411458e21,8629149490536.0
18289736,5.341334048981467e21,8629430239052.0
18289739,5.336054956455729e21,8637993239052.0
18289739,5.334824508003709e21,8639991540431.0
18289743,5.335891164562795e21,8638269567257.0
18289747,5.335584180701353e21,8638768067257.0
18289749,5.335598988336703e21,8638744164417.0
18289756,5.33678485529343e21,8636830338934.0
18289761,5.337948296123175e21,8634953531268.0
18289765,5.339104151711966e21,8633089768510.0
18289772,5.340282683331345e21,8631190271148.0
18289775,5.336566204587765e21,8637219271148.0
18289775,5.336538915359308e21,8637263571825.0
18289776,5.336535835375593e21,8637268571825.0
18289778,5.33773092983443e21,8635340525657.0
18289785,5.338920722331192e21,8633421889297.0
18289787,5.338765323190627e21,8633673944454.0
18289803,5.339938180222983e21,8631783343231.0
18289812,5.341103361727344e21,8629905935625.0
18289813,5.338781295931257e21,8633670747631.0
18289816,5.338773258982468e21,8633683783802.0
18289824,5.339915611836006e21,8631842344313.0
18289824,5.339855914948657e21,8631939134313.0
18289826,5.339825693870801e21,8631988134313.0
18289827,5.340973931271965e21,8630137939310.0
18289827,5.339154599463831e21,8633087531639.0
18289829,5.339193499463831e21,8633024821863.0
18289830,5.339186655978348e21,8633035920511.0
18289833,5.339126229417846e21,8633133920511.0
18289834,5.338930952157252e21,8633450637011.0
18289837,5.337059160285934e21,8636487637011.0
18289840,5.337037872531249e21,8636522188882.0
18289845,5.337036877579308e21,8636523803782.0
18289853,5.336950623944743e21,8636663803782.0
18289857,5.336932133710886e21,8636693816241.0
18289870,5.33682432134156e21,8636868816241.0
18289878,5.336805839659592e21,8636898816241.0
18289884,5.336785393196444e21,8636932005773.0
18289886,5.336780428564686e21,8636940064604.0
18289895,5.336687800862907e21,8637090425131.0
18289898,5.336651964243895e21,8637148599336.0
18289899,5.336624428365836e21,8637193299336.0
18289910,5.335887668883341e21,8638389479336.0
18289914,5.335797091320492e21,8638536561140.0
18289915,5.334892762766718e21,8640005303319.0
18289930,5.334825638853932e21,8640114340819.0
18289938,5.334769543035529e21,8640205466158.0
18289940,5.334764356349242e21,8640213891813.0
18289942,5.33116148390257e21,8646070643610.0
18289955,5.328493227826349e21,8650413216782.0
18289955,5.328686980145638e21,8650099629270.0
18289958,5.329361761934164e21,8649007674665.0
18289974,5.328133378476048e21,8651007674665.0
18289990,5.327949169924089e21,8651307674665.0
18290011,5.327887769910284e21,8651407674665.0
18290025,5.325584683539587e21,8655160298080.0
18290036,5.325523141789487e21,8655260618080.0
18290055,5.325516685197232e21,8655271143189.0
18290057,5.321535378576643e21,8661766075458.0
18290058,5.321470470571541e21,8661872044229.0
18290079,5.321363283019697e21,8662047044229.0
18290092,5.321256099792307e21,8662222044229.0
18290104,5.321102988395128e21,8662472044229.0
18290116,5.321403021119474e21,8661985099632.0
18290123,5.320858567107823e21,8662874099632.0
18290130,5.320837691024478e21,8662908190327.0
18290136,5.320225394945353e21,8663908190327.0
18290170,5.320204993879812e21,8663941513256.0
18290173,5.320170697032354e21,8663997534015.0
18290193,5.3189572619832e21,8665980034015.0
18290195,5.317733677240239e21,8667980034015.0
18290214,5.317122096374885e21,8668980034015.0
18290224,5.317123096374884e21,8668978408517.0
18290227,5.317231488002258e21,8668802221755.0
18290231,5.316772875979938e21,8669552221755.0
18290240,5.316779000151489e21,8669542265625.0
18290251,5.316718041159406e21,8669641965625.0
18290264,5.316626605295337e21,8669791515625.0
18290269,5.316382304113267e21,8670191113215.0
18290271,5.313940036913834e21,8674187891338.0
18290272,5.313788682942181e21,8674435703838.0
18290301,5.314668053677995e21,8673004727441.0
18290316,5.314646243094846e21,8673040427369.0
18290327,5.314519583849295e21,8673247751139.0
18290329,5.314397404606539e21,8673447751139.0
18290353,5.314368362991525e21,8673495291855.0
18290354,5.314313817802761e21,8673584582969.0
18290367,5.314285485774149e21,8673630963557.0
18290370,5.314102235185644e21,8673930963557.0
18290377,5.316118467698519e21,8670651086410.0
18290431,5.315936695398023e21,8670948461410.0
18290441,5.315838899565764e21,8671108461410.0
18290450,5.315872582693273e21,8671053683226.0
18290458,5.315807107051477e21,8671160807346.0
18290458,5.315752099141181e21,8671250807346.0
18290459,5.315751112917832e21,8671252420951.0
18290460,5.315732256654262e21,8671283272659.0
18290473,5.315691486547564e21,8671349979488.0
18290488,5.315679263001662e21,8671369979488.0
18290490,5.315658059102868e21,8671404673238.0
18290496,5.316202846271866e21,8670518721484.0
18290513,5.316198796552632e21,8670525346297.0
18290522,5.316193820774825e21,8670533486035.0
18290553,5.316183418535719e21,8670550502821.0
18290556,5.316020452963572e21,8670817103184.0
18290565,5.315939852754715e21,8670948965584.0
18290613,5.31588137746847e21,8671044633992.0
18290633,5.315270225682418e21,8672044633992.0
18290642,5.315261987225873e21,8672058115781.0
18290656,5.315255876438747e21,8672068115781.0
18290660,5.314953028157491e21,8672563740781.0
18290687,5.314770373512487e21,8672862690781.0
18290687,5.314709338688874e21,8672962590781.0
18290691,5.314686837664207e21,8672999420375.0
18290717,5.31432379944424e21,8673593683108.0
18290719,5.314430157517157e21,8673420618600.0
18290735,5.314402908242809e21,8673465224850.0
18290739,5.31421965010363e21,8673765224850.0
18290743,5.31415856687214e21,8673865224850.0
18290768,5.314108723912479e21,8673946824989.0
18290787,5.314020505357016e21,8674091255289.0
18290790,5.313800628799857e21,8674451255289.0
