blockNumber,reserve0,reserve1
18257268,6423776706878.0,3.821809047587748e21
18257269,6420138681616.0,3.8239812263396256e21
18257312,6416287879248.0,3.8262831344452287e21
18257390,6415801731762.0,3.826573937561177e21
18257394,6415140313026.0,3.826969655086587e21
18257433,6414564984242.0,3.8273139326765897e21
18257471,6414469211761.0,3.8273712490815957e21
18257477,6414384342814.0,3.827422041544336e21
18257505,6414358829388.0,3.8274373111118236e21
18257521,6414337919484.0,3.82744982560134e21
18257527,6414319065981.0,3.8274611094139615e21
18257539,6414309578522.0,3.827466787678636e21
18257562,6413769723716.0,3.827789919614242e21
18257582,6415160127729.0,3.826962783379718e21
18257595,6415132551779.0,3.826979283379718e21
18257612,6415232551779.0,3.8269198077723547e21
18257618,6415191134783.0,3.826944589022354e21
18257619,6415184565724.0,3.826948519551549e21
18257622,6415178532992.0,3.826952129182215e21
18257630,6415172994426.0,3.8269554431390426e21
18257640,6415167497833.0,3.826958731987617e21
18257644,6415162125284.0,3.826961946620741e21
18257647,6415157109037.0,3.826964948067633e21
18257655,6415112548066.0,3.8269916111095144e21
18257671,6415017566804.0,3.8270484443524434e21
18257674,6416017566804.0,3.8264537500512865e21
18257698,6415915632938.0,3.826514726364913e21
18257732,6415896353580.0,3.826526259396246e21
18257738,6415868995191.0,3.826542625472772e21
18257760,6415852278784.0,3.8265526254727725e21
18257765,6416292558227.0,3.826290839007889e21
18257808,6417432558227.0,3.825613171121244e21
18257823,6417403238436.0,3.825630702151743e21
18257869,6417297123150.0,3.825694279991316e21
18257872,6417257567887.0,3.825717932102813e21
18257878,6414750035324.0,3.82721790921428e21
18257898,6414770035324.0,3.827206012493836e21
18257909,6414764520801.0,3.827209312493836e21
18257946,6418707610439.0,3.824865260554415e21
18257946,6415167515392.0,3.8269822948989e21
18257949,6412375400175.0,3.82865367678466e21
18257951,6409157184898.0,3.8305819345761154e21
18257951,6408625976611.0,3.830900405299352e21
18257953,6408617637329.0,3.8309054052993524e21
18257972,6410617637329.0,3.829713814572863e21
18257976,6412617637329.0,3.8285229660109747e21
18258000,6413203975248.0,3.828173986875637e21
18258025,6413199008380.0,3.828176960625637e21
18258045,6412999043884.0,3.828296686650979e21
18258108,6412986945602.0,3.8283039305737374e21
18258146,6412819937403.0,3.8284039305737373e21
18258146,6412782620956.0,3.8284262753687374e21
18258180,6412780780018.0,3.8284273777150756e21
18258194,6412764226008.0,3.828437290215076e21
18258283,6412762570612.0,3.8284382814650756e21
18258311,6412613588445.0,3.8285274939650757e21
18258362,6412579275002.0,3.8285480418994757e21
18258386,6413184876426.0,3.8281875939905204e21
18258399,6413159823107.0,3.8282025939905203e21
18258414,6412915806100.0,3.8283486987330446e21
18258414,6412852364707.0,3.828386685978208e21
18258418,6412764456373.0,3.828439324708208e21
18258497,6412751096333.0,3.828447324708208e21
18258531,6412726662700.0,3.8284619556690235e21
18258546,6412764135425.0,3.8284396513221275e21
18258555,6412758689178.0,3.8284429125346274e21
18258558,6412625091528.0,3.8285229125346274e21
18258604,6416086306535.0,3.8264637743487003e21
18258605,6422490025086.0,3.8226599289170685e21
18258608,6425637208090.0,3.8207932620381613e21
18258612,6429472760622.0,3.818520771679558e21
18258615,6476853912288.0,3.7906697354553915e21
18258616,6526232762191.0,3.7620741247840294e21
18258616,6519986755361.0,3.7657442270040293e21
18258616,6518817694249.0,3.7664215940109047e21
18258617,6499740713401.0,3.777509445090905e21
18258617,6491030902498.0,3.7825934440165854e21
18258620,6514899500587.0,3.7687766021145425e21
18258621,6502305326009.0,3.7760982288985426e21
18258621,6499343310654.0,3.7778243288985423e21
18258622,6510430352515.0,3.771410090073725e21
18258622,6507506250781.0,3.7731156423580047e21
18258623,6504575200588.0,3.774820975666089e21
18258623,6501755885854.0,3.7764631222583233e21
18258632,6500039851692.0,3.7774631222578895e21
18258637,6501719851692.0,3.7764899790465207e21
18258641,6500690135511.0,3.7770899790465204e21
18258662,6504202089674.0,3.775056648406441e21
18258679,6509799165978.0,3.771820612075269e21
18258691,6516341343208.0,3.7680451859626763e21
18258731,6516168929660.0,3.768145185962676e21
18258777,6516313929660.0,3.768061589323372e21
18258783,6516244496454.0,3.768101860348304e21
18258811,6515727298643.0,3.768401860348304e21
18258838,6517424968511.0,3.767423204698706e21
18258859,6531305958818.0,3.7594402666685724e21
18258868,6531046154730.0,3.759590266668572e21
18258870,6526345538658.0,3.762306271322746e21
18258880,6511643714075.0,3.770826271322746e21
18258904,6511127254811.0,3.7711262713227457e21
18258932,6511125533418.0,3.771127271322746e21
18258932,6511199877168.0,3.771084342418904e21
18258940,6511695502168.0,3.770798174711729e21
18258940,6511437598330.0,3.7709479772093054e21
18258955,6511562322081.0,3.7708759644111524e21
18259034,6511763309464.0,3.7707599244339163e21
18259040,6512170880657.0,3.7705246353302786e21
18259059,6516111474377.0,3.7682512613532416e21
18259081,6516557649377.0,3.7679940310726984e21
18259129,6516507950766.0,3.7680228544173016e21
18259130,6516636813266.0,3.767948567600784e21
18259158,6517452429385.0,3.767478448152726e21
18259186,6517555679929.0,3.7674189431397794e21
18259218,6502069698141.0,3.776418805808582e21
18259219,6505630246746.0,3.7743581589772336e21
18259226,6504558796661.0,3.774981753153968e21
18259240,6504808796661.0,3.774837104119712e21
18259267,6504828796661.0,3.774825532677187e21
18259269,6506828796661.0,3.773668746585514e21
18259272,6506856449661.0,3.7736527572665253e21
18259371,6506908225823.0,3.7736228199908466e21
18259408,6506920673905.0,3.7736156225089936e21
18259521,6506870720578.0,3.773644679775053e21
18259521,6506817375154.0,3.773675710677676e21
18259658,6507345282578.0,3.773370490135919e21
18259659,6507432282578.0,3.773320194046485e21
18259725,6509932282578.0,3.77187547680354e21
18259736,6509898169163.0,3.7718953018035405e21
18259785,6509883489594.0,3.771903832894638e21
18259794,6509866433098.0,3.771913745394638e21
18259804,6509966678946.0,3.7718558365954196e21
18259809,6509928337471.0,3.771878118511844e21
18259814,6509911130178.0,3.771888118511844e21
18259827,6509909839635.0,3.771888868511844e21
18259840,6510009839635.0,3.7718311024950814e21
18259918,6510011422487.0,3.771830188158797e21
18260021,6509964356800.0,3.77185753976092e21
18260061,6509962636048.0,3.7718585397609203e21
18260086,6510262636048.0,3.7716852498172923e21
18260175,6510229531132.0,3.7717044867788104e21
18260243,6514870265988.0,3.769025847119888e21
18260270,6514861279201.0,3.769031061866997e21
18260288,6514798630321.0,3.769067415421013e21
18260334,6515204504856.0,3.7688333200118713e21
18260440,6515152799673.0,3.768863320011871e21
18260537,6515291614006.0,3.7687832617742e21
18260550,6513913208945.0,3.7695831713496396e21
18260634,6513922098255.0,3.76957804257069e21
18260653,6513971660755.0,3.769549447231847e21
18260670,6514221660755.0,3.7694052150646245e21
18260697,6514220626957.0,3.7694058150646246e21
18260749,6514236486957.0,3.7693966653463955e21
18260767,6514295166863.0,3.769362812983433e21
18260799,6517774257609.0,3.7673568161760113e21
18260803,6517141467239.0,3.7677237133024077e21
18260808,6513482961283.0,3.769846345802026e21
18260826,6496900779746.0,3.779497159279823e21
18260836,6496647560422.0,3.7796449157146057e21
18260848,6496657472922.0,3.779639166091302e21
18260920,6495021984623.0,3.780593767340885e21
18260985,6491546788062.0,3.782623767340885e21
18261013,6492538038062.0,3.7820479865102973e21
18261020,6492560527538.0,3.782034925236689e21
18261032,6493001432075.0,3.7817788781428096e21
18261040,6493004434942.0,3.7817771344029764e21
18261043,6493251896040.0,3.781633441333348e21
18261047,6493751896040.0,3.781343140019695e21
18261059,6494401896040.0,3.780965815025508e21
18261071,6494421836040.0,3.7809542410496303e21
18261074,6494491836040.0,3.780913610803003e21
18261096,6494511127426.0,3.7809024136172677e21
18261097,6495010339396.0,3.780612682013678e21
18261111,6495429587474.0,3.7803693940461147e21
18261128,6495529587474.0,3.7803113690858835e21
18261131,6495579488284.0,3.7802824148282617e21
18261133,6497579488284.0,3.779122307420664e21
18261166,6498081394824.0,3.778831286698355e21
18261189,6498122706224.0,3.778807335090423e21
18261189,6500122706224.0,3.7776481340842385e21
18261207,6501727706224.0,3.77671839038698e21
18261225,6501955706224.0,3.7765863518670737e21
18261235,6502894006224.0,3.776043064249752e21
18261250,6502696204799.0,3.776158270948359e21
18261263,6500620966123.0,3.7773673877023574e21
18261293,6501120966123.0,3.7770777425646883e21
18261309,6501195719367.0,3.777034442564688e21
18261323,6501395119367.0,3.776918947151604e21
18261348,6501374525215.0,3.776930947151604e21
18261351,6501485620337.0,3.7768666018843187e21
18261352,6501981245337.0,3.7765795671886785e21
18261368,6503468120337.0,3.7757187250080087e21
18261368,6504468120337.0,3.775139985403877e21
18261389,6514685311385.0,3.769237045878678e21
18261420,6513583975760.0,3.7698762770784584e21
18261474,6513463394984.0,3.7699462770784584e21
18261483,6513929894868.0,3.769677099505556e21
18261576,6513969894868.0,3.7696540206875814e21
18261603,6514015994868.0,3.769627422700868e21
18261604,6514718506495.0,3.769222146045534e21
18261615,6518363429874.0,3.7671208026997905e21
18261670,6518426744593.0,3.767084321710017e21
18261686,6523615853741.0,3.7640968381240894e21
18261691,6530503088395.0,3.7601390224772164e21
18261732,6530493180160.0,3.760144744624959e21
18261758,6530570729561.0,3.7601002275063034e21
18261786,6531778886908.0,3.7594068227035974e21
18261796,6532055947346.0,3.7592478439237574e21
18261866,6532434431116.0,3.759030689643072e21
18261877,6532399779617.0,3.759050689643072e21
18261881,6533399779617.0,3.758477056406948e21
18261893,6533226474667.0,3.758577056406948e21
18261915,6532646760508.0,3.758911600243194e21
18261917,6531867140633.0,3.7593616002431944e21
18261917,6526674947194.0,3.7623613002431946e21
18261933,6526568850129.0,3.762422645895683e21
18262026,6528368850129.0,3.7613883830621406e21
18262041,6528015912767.0,3.761592354544518e21
18262055,6527981308288.0,3.761612354544518e21
18262059,6527277695316.0,3.762019060590147e21
18262063,6526965629734.0,3.762199470496523e21
18262077,6526964043099.0,3.762200387799273e21
18262091,6526898316120.0,3.762238387799273e21
18262094,6526439608930.0,3.7625036103065015e21
18262109,6526422315012.0,3.7625136103065015e21
18262127,6526404531069.0,3.7625238937129467e21
18262197,6527356093925.0,3.7619770354355877e21
18262217,6527352634165.0,3.761979035435588e21
18262224,6527332020986.0,3.7619909514355876e21
18262236,6527222879722.0,3.762054044718482e21
18262253,6527165932455.0,3.7620869661041156e21
18262284,6525796374207.0,3.7628788849203054e21
18262308,6525768709468.0,3.7628948849203054e21
18262347,6524348858518.0,3.7637162429554334e21
18262350,6524372769253.0,3.763702490944904e21
18262356,6524402769253.0,3.763685236899279e21
18262373,6524372122264.0,3.763702969287721e21
18262447,6523969462217.0,3.7639359643968094e21
18262474,6523325990783.0,3.764308362326635e21
18262561,6522943788241.0,3.764529590263804e21
18262575,6522603977452.0,3.764726302651329e21
18262576,6522834185585.0,3.7645938340543275e21
18262634,6522114517063.0,3.7650104798996474e21
18262643,6522097397233.0,3.765020392399647e21
18262648,6521854498846.0,3.7651610378537984e21
18262656,6521819046886.0,3.7651815664812016e21
18262673,6520960005958.0,3.7656790664812015e21
18262711,6520459685760.0,3.765968879551771e21
18262738,6519938990208.0,3.7662705432782926e21
18262739,6519891125555.0,3.7662982759000184e21
18262740,6519392927389.0,3.7665869544536235e21
18262743,6519492927389.0,3.766529353541893e21
18262746,6519083341932.0,3.7667667117164016e21
18262773,6518823239277.0,3.7669174588787136e21
18262776,6518510852506.0,3.767098524161661e21
18262787,6518560852506.0,3.767069715676169e21
18262795,6518273531826.0,3.767236264973171e21
18262833,6518266114065.0,3.767240564973171e21
18262839,6512877595935.0,3.7703668216191517e21
18262847,6512773354483.0,3.7704273505407415e21
18262848,6512015697385.0,3.770867350540742e21
18262861,6512040696973.0,3.770852917688548e21
18262868,6512045696973.0,3.7708500310838293e21
18262877,6514045696973.0,3.769695743527756e21
18262882,6515600331738.0,3.7687989846043876e21
18262885,6515947531738.0,3.7685987678855417e21
18262901,6519267786066.0,3.7666851806974354e21
18262910,6521248786066.0,3.7655443831359946e21
18262913,6522208095392.0,3.764992194917655e21
18262922,6522199535302.0,3.7649971511676554e21
18263002,6522149768662.0,3.765025966063286e21
18263039,6513525677940.0,3.770025966063286e21
18263043,6513673727940.0,3.7699405337944266e21
18263057,6513739467307.0,3.7699026001293596e21
18263065,6513914842725.0,3.7698014067811596e21
18263068,6513920186059.0,3.7697983237102004e21
18263085,6513938186059.0,3.7697879378576875e21
18263087,6514190188328.0,3.7696425406231604e21
18263104,6514440188328.0,3.769498309732361e21
18263113,6514544193888.0,3.7694383097323607e21
18263125,6514641268303.0,3.769382309981642e21
18263163,6514691268303.0,3.769353466909155e21
18263189,6514988594024.0,3.769181960283028e21
18263218,6515061128136.0,3.769140122748828e21
18263222,6515145588136.0,3.7690914075577255e21
18263250,6515155588136.0,3.769085639799612e21
18263273,6510142507951.0,3.771996728491503e21
18263316,6510392507951.0,3.77185231779864e21
18263342,6504771436196.0,3.7751215596080726e21
18263342,6503871769821.0,3.7756453352543114e21
18263353,6498046314671.0,3.779040364569551e21
18263357,6497407010740.0,3.779413317200201e21
18263358,6497618449262.0,3.7792907005354773e21
18263370,6490122803147.0,3.7836686599870805e21
18263405,6482357147116.0,3.7882150173377597e21
18263427,6481851168398.0,3.7885116183705415e21
18263454,6481970118398.0,3.788442304328181e21
18263459,6482070118398.0,3.788384034715492e21
18263470,6482075118398.0,3.788381121282045e21
18263498,6484077443398.0,3.7872147532689624e21
18263517,6484277443398.0,3.787098291458333e21
18263520,6484293649368.0,3.7870888548898707e21
18263572,6484443409368.0,3.7870016534190416e21
18263599,6484453489921.0,3.7869957839119345e21
18263601,6484497489921.0,3.7869701646662354e21
18263626,6484993114921.0,3.7866816081893843e21
18263636,6485051547836.0,3.7866475910272464e21
18263704,6485513303603.0,3.786378797928781e21
18263824,6479371350860.0,3.789978797927943e21
18263833,6479339340933.0,3.7899975779279427e21
18263835,6472727261301.0,3.7938808206925444e21
18263841,6473358261301.0,3.793512115982705e21
18263845,6465796145385.0,3.797962194147731e21
18263850,6465456697018.0,3.7981621941477305e21
18263852,6455926244131.0,3.8037860389471036e21
18263894,6450193956802.0,3.807176638755938e21
18263895,6451193956802.0,3.806588258232984e21
18263924,6450349237364.0,3.807088258232984e21
18263924,6449504739445.0,3.8075882582329844e21
18263924,6448660462958.0,3.8080882582329843e21
18263925,6447816407816.0,3.808588258232984e21
18263925,6446972573931.0,3.809088258232984e21
18263926,6446128961217.0,3.8095882582329844e21
18263926,6445285569586.0,3.8100882582329843e21
18263939,6438873410888.0,3.8138939594348697e21
18263988,6438745357509.0,3.813970038164326e21
18264021,6439786170009.0,3.813355464850592e21
18264036,6435786045991.0,3.815732764850592e21
18264051,6434827416267.0,3.8163029248963505e21
18264055,6436688267350.0,3.8152029379833275e21
18264071,6442331376931.0,3.811871057864371e21
18264095,6442175177992.0,3.8119637597557034e21
18264112,6441843349103.0,3.8121607105057034e21
18264170,6441194069406.0,3.812546136925704e21
18264177,6441017885498.0,3.812650736925704e21
18264183,6440909282868.0,3.812715216925704e21
18264193,6440712775131.0,3.8128318938395176e21
18264198,6440207568991.0,3.813131893839517e21
18264206,6436520176706.0,3.815322956899517e21
18264245,6436570176706.0,3.8152934079551866e21
18264256,6432636740596.0,3.8176334079551865e21
18264257,6432116005921.0,3.8179434079551865e21
18264264,6432032759203.0,3.8179929704551867e21
18264266,6431528915872.0,3.8182929704551863e21
18264268,6431279227835.0,3.8184416579551866e21
18264272,6431062847243.0,3.818570520455186e21
18264278,6441062847243.0,3.81265979945875e21
18264283,6440389189654.0,3.81305979945875e21
18264283,6439888458812.0,3.8133571744587496e21
18264307,6439638122647.0,3.81350586195875e21
18264307,6439103452636.0,3.813823468679083e21
18264308,6439053396070.0,3.8138532061790827e21
18264316,6439052580113.0,3.8138536909254867e21
18264316,6434754777532.0,3.811308100555836e21
18264318,6439048379924.0,3.813851203151499e21
18264325,6420719423285.0,3.824771203151499e21
18264325,6430019992266.0,3.8192555205888636e21
18264334,6431519992266.0,3.8183674411559666e21
18264336,6431370301318.0,3.8184565815571456e21
18264348,6461328360370.0,3.800805110038453e21
18264348,6451490722023.0,3.806618255881484e21
18264352,6451457575835.0,3.806637872309039e21
18264368,6451301880038.0,3.8067300181909297e21
18264371,6450934407433.0,3.8069475181909293e21
18264379,6449866071493.0,3.8075799866568024e21
18264382,6448127002026.0,3.8086099866568024e21
18264411,6447958210411.0,3.8087099866568023e21
18264411,6446857973626.0,3.809361946437308e21
18264416,6427260740307.0,3.821011946437308e21
18264419,6427317846023.0,3.820978099188862e21
18264433,6429889654767.0,3.8194543784574557e21
18264438,6431889654767.0,3.8182702786758936e21
18264445,6434900389706.0,3.8164891588871355e21
18264469,6433205434851.0,3.817497713894878e21
18264477,6434185880226.0,3.816917746015635e21
18264569,6434185880227.0,3.8169177460150653e21
18264571,6434350980227.0,3.816820100945531e21
18264576,6438357538736.0,3.81445203354864e21
18264587,6438857538736.0,3.814156716441489e21
18264644,6440904265247.0,3.8129483265693754e21
18264652,6441704265247.0,3.8124762141293884e21
18264659,6441303322358.0,3.812714238129388e21
18264666,6439114144693.0,3.81401438969352e21
18264691,6439158741363.0,3.813988053634389e21
18264695,6409112502060.0,3.831922021899753e21
18264696,6406151170778.0,3.8336987105008964e21
18264696,6406052045457.0,3.833758210500897e21
18264698,6399187601875.0,3.8378830785309804e21
18264698,6392100345761.0,3.8421511445117435e21
18264701,6381961541934.0,3.848273405288568e21
18264733,6380746258124.0,3.8490085570446177e21
18264740,6380663619680.0,3.849058557044618e21
18264832,6379473863419.0,3.849778557044618e21
18264845,6379195470977.0,3.849947069544618e21
18264852,6379113595482.0,3.8499966320446176e21
18264888,6377940931328.0,3.8507066320446177e21
18264899,6378415056685.0,3.8504212569328724e21
18264903,6379054069613.0,3.8500367033251733e21
18264908,6384601037016.0,3.8467018018361463e21
18264911,6385349124643.0,3.8462524860720396e21
18264945,6386312050746.0,3.845674288892234e21
18264957,6387509924260.0,3.844955258453394e21
18264958,6388009924260.0,3.8446552102898604e21
18264958,6388509924260.0,3.8443552090227333e21
18264979,6389009924260.0,3.844055254641014e21
18264981,6389109049260.0,3.843995794258363e21
18264982,6389609049260.0,3.843695896042602e21
18265001,6390609049260.0,3.8430962401134437e21
18265003,6391095870438.0,3.842804382754248e21
18265017,6391245345438.0,3.8427147789313963e21
18265035,6391273338723.0,3.842697998628775e21
18265040,6391573338723.0,3.842518175747565e21
18265046,6392623078559.0,3.8418890841527435e21
18265068,6397150647498.0,3.8391781473296313e21
18265079,6397079431375.0,3.8392210159681887e21
18265082,6397812617262.0,3.838782363070595e21
18265095,6404402667915.0,3.8348441418070544e21
18265096,6404976923992.0,3.8345013495344624e21
18265107,6400150913388.0,3.8374014416588925e21
18265108,6400138876759.0,3.8374086803088925e21
18265111,6400130562646.0,3.8374136803088925e21
18265124,6399810332856.0,3.8376062722403693e21
18265140,6400006332856.0,3.8374890982335374e21
18265219,6400254145356.0,3.837340959593657e21
18265248,6395838846829.0,3.8399979977487826e21
18265249,6396218430871.0,3.839770796406332e21
18265286,6396236430871.0,3.839760023113625e21
18265289,6396756430871.0,3.839448820757654e21
18265305,6396708325180.0,3.839477781763401e21
18265321,6396665854165.0,3.8395033508953923e21
18265324,6396958738044.0,3.839328087110077e21
18265327,6397008664832.0,3.839298212167272e21
18265460,6392288431725.0,3.842141784017573e21
18265564,6391023468489.0,3.84290454017193e21
18265571,6389252416612.0,3.8439729691905155e21
18265599,6382176837099.0,3.848247400566906e21
18265622,6380193268365.0,3.849447400566906e21
18265625,6351327819736.0,3.8669949717975783e21
18265633,6351357819736.0,3.8669767612315027e21
