blockNumber,reserve0,reserve1
18252708,2.1214339895484377e22,35462571232333.0
18252710,2.1214326774184163e22,35462593232333.0
18252713,2.1214302382095853e22,35462634129720.0
18252717,2.1214322766198415e22,35462600157137.0
18252717,2.121431143418385e22,35462619157137.0
18252718,2.1214021436450793e22,35463105393293.0
18252720,2.1214001175046035e22,35463139365876.0
18252721,2.1213404787784456e22,35464139365876.0
18252740,2.1213413787784452e22,35464124365004.0
18252742,2.1213378005587796e22,35464184365004.0
18252755,2.121337472555916e22,35464189865004.0
18252764,2.1212872640230666e22,35465031789085.0
18252767,2.1212703232256165e22,35465315870635.0
18252767,2.1212850318963846e22,35465070697208.0
18252773,2.1213568705914357e22,35463873293132.0
18252773,2.1213570232052162e22,35463870749459.0
18252801,2.1213450956800153e22,35464070749459.0
18252802,2.121325117376126e22,35464405749459.0
18252804,2.1211462239695736e22,35467405749459.0
18252816,2.121089580695167e22,35468355749459.0
18252819,2.1210848704963396e22,35468434749459.0
18252820,2.1210394275521923e22,35469196941806.0
18252821,2.121051423502888e22,35468996941806.0
18252822,2.120989014932262e22,35470043731806.0
18252834,2.120959206732065e22,35470543731806.0
18252835,2.1209335528319263e22,35470974059231.0
18252840,2.120935019235386e22,35470949608357.0
18252841,2.1209427472579792e22,35470820751535.0
18252850,2.1209420318826387e22,35470832751535.0
18252853,2.120934878155784e22,35470952751535.0
18252853,2.120935708066958e22,35470938913574.0
18252862,2.1209030233970356e22,35471487191572.0
18252869,2.120896466053833e22,35471597191572.0
18252874,2.1208805975108335e22,35471863390572.0
18252880,2.1208801046428836e22,35471871658626.0
18252881,2.120865201971362e22,35472121658626.0
18252887,2.1208592931202108e22,35472220783626.0
18252910,2.1209313185786273e22,35471019783626.0
18252914,2.1209023355534975e22,35471505968630.0
18252926,2.1208955595209174e22,35471619637272.0
18252929,2.120893771163539e22,35471649637272.0
18252935,2.1209147612729203e22,35471299637272.0
18252939,2.1209484349638498e22,35470738159082.0
18252943,2.1210155116617865e22,35469619769131.0
18252946,2.121071797278967e22,35468681356621.0
18252960,2.1210837935871165e22,35468481356621.0
18252967,2.1210688880597264e22,35468731356621.0
18252971,2.121059944844037e22,35468881356621.0
18252976,2.1210593486323468e22,35468891356621.0
18252980,2.1210551155389876e22,35468962356621.0
18252982,2.1210369313161513e22,35469267356621.0
18252984,2.121030969343903e22,35469367356621.0
18252984,2.121194397654559e22,35466642801987.0
18252986,2.121182471975907e22,35466842801987.0
18252988,2.1211785118604293e22,35466909215737.0
18252991,2.121157642323848e22,35467259215737.0
18252995,2.1212186168312304e22,35466242766499.0
18252996,2.1204142950608255e22,35479736406662.0
18253001,2.120456577590666e22,35479031052637.0
18253001,2.1204327429888513e22,35479431052637.0
18253004,2.119985943408883e22,35486931052637.0
18253004,2.1199892028724716e22,35486876655495.0
18253005,2.1200257746552335e22,35486266320956.0
18253009,2.1198854189038025e22,35488622905230.0
18253011,2.1198859145288027e22,35488614632954.0
18253018,2.1198879145288027e22,35488581251804.0
18253024,2.120187527284854e22,35483581251804.0
18253025,2.120188426284854e22,35483566251232.0
18253028,2.12019217340576e22,35483503727499.0
18253038,2.120193365336059e22,35483483839228.0
18253041,2.120187166977415e22,35483587887194.0
18253042,2.120184188383984e22,35483637887194.0
18253048,2.1200467155385682e22,35485945720684.0
18253052,2.120046913788568e22,35485942412275.0
18253055,2.120043935589794e22,35485992412275.0
18253059,2.1200427443126324e22,35486012412275.0
18253062,2.12003888335146e22,35486077232965.0
18253063,2.1200329270074706e22,35486177232965.0
18253076,2.1180883036764155e22,35518855234508.0
18253076,2.1180823583043105e22,35518955234508.0
18253078,2.1179716615729964e22,35520817234508.0
18253083,2.1178527735867584e22,35522817234508.0
18253089,2.11793565515918e22,35521431283653.0
18253089,2.115941141003379e22,35555015006610.0
18253090,2.117367256095073e22,35531139375994.0
18253093,2.1174601394832013e22,35529585461367.0
18253095,2.117511105042175e22,35528732878861.0
18253099,2.1174992208765877e22,35528932878861.0
18253101,2.115644014532246e22,35560181915439.0
18253101,2.117555239114829e22,35528182850869.0
18253107,2.117592175947829e22,35527564997373.0
18253109,2.117619964490306e22,35527100184315.0
18253109,2.117624743791154e22,35527020243184.0
18253114,2.1176257787335627e22,35527002932234.0
18253116,2.117637735890395e22,35526802932234.0
18253116,2.117787735890395e22,35524294165932.0
18253131,2.117786524917839e22,35524314540219.0
18253132,2.117785496019839e22,35524331851169.0
18253143,2.1177665929272405e22,35524649893940.0
18253144,2.1177671862341717e22,35524639971325.0
18253147,2.1177672357966716e22,35524639142430.0
18253151,2.1177744819486204e22,35524517956399.0
18253152,2.1177863809896267e22,35524318956357.0
18253152,2.1177777033297275e22,35524464956357.0
18253163,2.1177658519010333e22,35524664356357.0
18253168,2.117686094904909e22,35526006323952.0
18253170,2.1176850251540586e22,35526024323952.0
18253171,2.1176890251540586e22,35525957421879.0
18253171,2.117685358656855e22,35526019115542.0
18253172,2.1177853586568546e22,35524346639815.0
18253174,2.1177857409987004e22,35524340245544.0
18253175,2.1177769213292966e22,35524488634971.0
18253187,2.1177784348789208e22,35524463322233.0
18253195,2.118017714878921e22,35520462035787.0
18253195,2.118017944878921e22,35520458190118.0
18253195,2.117994580827199e22,35520851202937.0
18253197,2.1179470235618526e22,35521651202937.0
18253200,2.1179240983737204e22,35522036859303.0
18253206,2.1178052171389618e22,35524036859303.0
18253216,2.117775498920551e22,35524536859303.0
18253219,2.1177751308775474e22,35524543051603.0
18253225,2.1177979027669335e22,35524162215402.0
18253225,2.1178012792942865e22,35524105747186.0
18253232,2.1178213536825923e22,35523770031741.0
18253232,2.117833313032025e22,35523570031741.0
18253234,2.1178683752723373e22,35522983687747.0
18253239,2.1178677808644475e22,35522993687747.0
18253241,2.1178744803745352e22,35522881654339.0
18253241,2.117887480374535e22,35522664262206.0
18253244,2.117886885955938e22,35522674262206.0
18253245,2.1178691070499553e22,35522973362206.0
18253245,2.117861014766461e22,35523109502845.0
18253251,2.117856866429869e22,35523179292845.0
18253252,2.117859741429869e22,35523131214707.0
18253252,2.1178238523237512e22,35523735008839.0
18253256,2.1178232579409287e22,35523745008839.0
18253257,2.1178822618999666e22,35522758290322.0
18253266,2.1178921403406354e22,35522593099315.0
18253271,2.1178943359724074e22,35522556383343.0
18253277,2.1179959964041155e22,35520856472094.0
18253278,2.1179930240109154e22,35520906472094.0
18253278,2.1180036592037144e22,35520728645027.0
18253278,2.1180068343153443e22,35520675555523.0
18253282,2.118005893720734e22,35520691377523.0
18253287,2.1180052992358854e22,35520701377523.0
18253288,2.118006299235886e22,35520684657016.0
18253290,2.118014390979154e22,35520549359545.0
18253290,2.1180084460980676e22,35520649359545.0
18253292,2.1179667749909725e22,35521350333100.0
18253295,2.117966180528132e22,35521360333100.0
18253296,2.11797362979838e22,35521235773291.0
18253296,2.11797462979838e22,35521219052283.0
18253298,2.117982813294909e22,35521082216559.0
18253304,2.1179770587252584e22,35521179018180.0
18253309,2.117980378125258e22,35521123514704.0
18253309,2.1179506550113175e22,35521623514704.0
18253310,2.1179726550113177e22,35521255648145.0
18253311,2.1179832341421045e22,35521078755025.0
18253314,2.1179912341421044e22,35520944988595.0
18253316,2.1180519347327578e22,35519930058761.0
18253320,2.1180688905176045e22,35519646563969.0
18253327,2.118063926595321e22,35519730058761.0
18253327,2.1180516129741914e22,35519937179576.0
18253339,2.1180576866938477e22,35519835628552.0
18253341,2.1180569198733637e22,35519848526834.0
18253348,2.1180597922756244e22,35519800501178.0
18253351,2.1180630950756246e22,35519745279569.0
18253352,2.118010065944965e22,35520637272006.0
18253354,2.1179981762698695e22,35520837272006.0
18253359,2.117983314363967e22,35521087272006.0
18253361,2.118006183363967e22,35520704886543.0
18253366,2.1179942937332992e22,35520904886543.0
18253366,2.1179963763889336e22,35520870063122.0
18253367,2.1180043430405517e22,35520736855911.0
18253369,2.1181280742196585e22,35518668124371.0
18253371,2.1181390379048984e22,35518484827973.0
18253371,2.118139119217199e22,35518483468561.0
18253376,2.1181383157961506e22,35518496981448.0
18253377,2.118132388060363e22,35518596681448.0
18253381,2.11813060439512e22,35518626681448.0
18253383,2.1181290058969222e22,35518653567111.0
18253387,2.118133530896922e22,35518577915723.0
18253396,2.1181038035033154e22,35519077915723.0
18253396,2.1181101669606035e22,35518971525570.0
18253405,2.118159379433186e22,35518148767556.0
18253408,2.1182457760772442e22,35516704438802.0
18253413,2.118246271702244e22,35516696153572.0
18253420,2.1182526147284905e22,35516590119247.0
18253425,2.1182628363536985e22,35516419248966.0
18253428,2.1182668363536984e22,35516352383226.0
18253428,2.1182650524625193e22,35516382383226.0
18253429,2.118355914422395e22,35514863560427.0
18253432,2.1184003168962754e22,35514121388589.0
18253438,2.1183988301330167e22,35514146388589.0
18253447,2.118383962615242e22,35514396388589.0
18253449,2.1183363879617253e22,35515196388589.0
18253452,2.118337776509424e22,35515173178599.0
18253456,2.118493420182632e22,35512571740221.0
18253461,2.118527870397578e22,35511995988748.0
18253463,2.1185130010738237e22,35512245988748.0
18253465,2.1185111507169867e22,35512277099300.0
18253476,2.117916549927414e22,35522277099300.0
18253477,2.1179165598399137e22,35522276933544.0
18253478,2.117917156674898e22,35522266953298.0
18253489,2.117932156674898e22,35522016125853.0
18253505,2.1179268067090714e22,35522106125853.0
18253511,2.117853995498577e22,35523331040376.0
18253524,2.117854995498577e22,35523314317437.0
18253534,2.1178505245137637e22,35523389536204.0
18253540,2.1177316519352465e22,35525389536203.0
18253544,2.1177416519352465e22,35525222288164.0
18253559,2.1176889494104405e22,35526109057969.0
18253564,2.1176944494104407e22,35526017067635.0
18253569,2.11769687420992e22,35525976511766.0
18253571,2.1176725077863617e22,35526386511766.0
18253573,2.117673095786362e22,35526376676988.0
18253577,2.117675803475464e22,35526331388753.0
18253579,2.1176665324672214e22,35526487388753.0
18253580,2.117672824593652e22,35526382147501.0
18253582,2.1176840651542282e22,35526194140964.0
18253583,2.1177043471289457e22,35525854915251.0
18253594,2.11771491362888e22,35525678188066.0
18253605,2.117703909980851e22,35525863335915.0
18253610,2.117694915886495e22,35526014672360.0
18253612,2.1176592579670862e22,35526614672360.0
18253615,2.117641615795081e22,35526911536853.0
18253615,2.1176332823462897e22,35527051765361.0
18253619,2.1176260712015556e22,35527173109540.0
18253621,2.117617839657727e22,35527311625304.0
18253636,2.1176148173414403e22,35527362483404.0
18253640,2.1176326004575807e22,35527065032436.0
18253646,2.117632006184142e22,35527075032436.0
18253651,2.1176119696136446e22,35527412196516.0
18253652,2.1175611025797558e22,35528268186888.0
18253665,2.1175224781121987e22,35528918186888.0
18253672,2.1175737536008556e22,35528060461162.0
18253673,2.1175845209845824e22,35527880351878.0
18253673,2.117641849320446e22,35526921434222.0
18253685,2.117493862041755e22,35529411808610.0
18253695,2.1175016408531927e22,35529281680037.0
18253704,2.117504047252948e22,35529241424548.0
18253714,2.117496804947522e22,35529363308029.0
18253720,2.1174975979475217e22,35529350042248.0
18253722,2.1174578409914044e22,35530019141368.0
18253727,2.117451899256515e22,35530119141368.0
18253731,2.1174665042795818e22,35529874810955.0
18253736,2.1175982033531306e22,35527671742071.0
18253740,2.1172771835821504e22,35533074626183.0
18253746,2.1172871835821504e22,35532907306057.0
18253746,2.1169496894963244e22,35538589175031.0
18253752,2.1169541497317038e22,35538514522993.0
18253764,2.116955041856704e22,35538499591319.0
18253768,2.116958741856704e22,35538437663815.0
18253769,2.116899591628515e22,35539433663815.0
18253775,2.1169030797903457e22,35539375278812.0
18253782,2.11689698558472e22,35539477898812.0
18253787,2.1168969856847203e22,35539477897139.0
18253799,2.11689710568472e22,35539475888566.0
18253803,2.11689809693472e22,35539459296922.0
18253807,2.1169006813010226e22,35539416039607.0
18253807,2.1168980217636246e22,35539460854814.0
18253807,2.1167804439641106e22,35541440854814.0
18253810,2.116782986747171e22,35541398288783.0
18253813,2.116785536360569e22,35541355608515.0
18253813,2.1167827100365994e22,35541403239395.0
18253817,2.1167859821681104e22,35541348464251.0
18253820,2.1167891376724404e22,35541295641594.0
18253823,2.1167922620734154e22,35541243339758.0
18253823,2.1168292620734155e22,35540623978992.0
18253824,2.1169210261335838e22,35539087989561.0
18253826,2.1169241419566186e22,35539035837807.0
18253830,2.1169241460566187e22,35539035769183.0
18253834,2.116806489519717e22,35541017047037.0
18253836,2.1168094139625123e22,35540968093240.0
18253836,2.1168154139625127e22,35540867656485.0
18253837,2.116791067885957e22,35541277656485.0
18253838,2.1167613783076223e22,35541777656485.0
18253840,2.116764303288708e22,35541728691586.0
18253841,2.116704629593411e22,35542733691586.0
18253841,2.1167029831489913e22,35542761421136.0
18253842,2.11670238939876e22,35542771421136.0
18253843,2.1167053145376918e22,35542722450861.0
18253846,2.1167082400424483e22,35542673474597.0
18253849,2.1167111658224866e22,35542624493860.0
18253851,2.1167142430237327e22,35542572978313.0
18253851,2.1167485092117025e22,35541999336799.0
18253855,2.1167514337309813e22,35541950379028.0
18253859,2.116715807678313e22,35542550379028.0
18253861,2.116718733545734e22,35542501397172.0
18253861,2.1167187368508842e22,35542501341841.0
18253869,2.116721662903483e22,35542452357021.0
18253872,2.116721663023192e22,35542452356939.0
18253872,2.1167245892151763e22,35542403369921.0
18253873,2.116718713984498e22,35542502319376.0
18253874,2.116721681469286e22,35542452640942.0
18253887,2.116724981469286e22,35542397396059.0
18253889,2.1172963970746516e22,35532833988449.0
18253892,2.1172363887654124e22,35533844117193.0
18253894,2.1172417330559643e22,35533754692601.0
18253897,2.1172422242697575e22,35533746473274.0
18253901,2.1171594605875547e22,35535139732977.0
18253914,2.117157729062005e22,35535168882977.0
18253915,2.1171581383268425e22,35535162034332.0
18253917,2.1171700900982973e22,35534962034332.0
18253924,2.1171651007094163e22,35535046029311.0
18253929,2.1171753502287986e22,35534874515650.0
18253939,2.117145326612041e22,35535379958393.0
18253939,2.1171156271367193e22,35535879958393.0
18253940,2.117117171131019e22,35535854120147.0
18253941,2.1171407333829303e22,35535459818131.0
18253944,2.117140279079627e22,35535467466398.0
18253947,2.1171168869255647e22,35535861281398.0
18253951,2.117117386102229e22,35535852927843.0
18253952,2.117105506527005e22,35536052927843.0
18253953,2.1171037246022503e22,35536082927843.0
18253953,2.1170146321890862e22,35537582927843.0
18253957,2.1169843542750847e22,35538092729251.0
18253959,2.1169900514265086e22,35537997377599.0
18253964,2.1169666264633436e22,35538391801022.0
18253969,2.1169695933482372e22,35538342144191.0
18253972,2.1169725597820557e22,35538292495048.0
18253973,2.1169875597820556e22,35538041442475.0
18253975,2.1169905258766254e22,35537991799852.0
18253976,2.116931136467259e22,35538991799852.0
18253976,2.116938136467259e22,35538874636945.0
18253977,2.1169404867937097e22,35538835298393.0
18253978,2.116969585923262e22,35538348259385.0
18253978,2.116948799665042e22,35538698259385.0
18253982,2.1169142963497664e22,35539279243032.0
18253985,2.1169152875997667e22,35539262651615.0
18253985,2.116909278977988e22,35539363829565.0
18253987,2.1169402422532686e22,35538845575018.0
18253988,2.1169992422532686e22,35537858091581.0
18253999,2.1170292145287604e22,35537356466446.0
18254001,2.1170298588412602e22,35537345683192.0
18254007,2.117025463626109e22,35537271903279.0
18254013,2.1170252201137757e22,35537276003279.0
18254016,2.1170188352375453e22,35537383505327.0
18254020,2.117026292614758e22,35537258697889.0
18254026,2.117025706203507e22,35537268571248.0
18254027,2.1170138276159224e22,35537468571248.0
18254028,2.11701087245719e22,35537518327660.0
18254028,2.1170104503632975e22,35537525434524.0
18254032,2.1171250717436395e22,35535607200759.0
18254036,2.1170953727423717e22,35536107200759.0
18254039,2.117035977241976e22,35537107200759.0
18254069,2.1170182126967804e22,35537406300759.0
18254071,2.1170118244250818e22,35537513860727.0
18254071,2.1169873848644978e22,35537925358043.0
18254073,2.117021628396327e22,35537352244718.0
18254075,2.1168340224825526e22,35540511244718.0
18254080,2.116836993149959e22,35540461518499.0
18254081,2.1168517795028027e22,35540214010725.0
18254089,2.1168532795028025e22,35540188902519.0
18254095,2.1168206297372794e22,35540738722579.0
18254096,2.1168237990137957e22,35540685671157.0
18254101,2.116764436637858e22,35541685370458.0
18254108,2.116757311234488e22,35541805370458.0
18254111,2.116755529891159e22,35541835370458.0
18254116,2.1167420554313306e22,35542062298475.0
18254121,2.11673844398572e22,35542123120566.0
18254124,2.11674352877575e22,35542037998274.0
18254125,2.116838767631354e22,35540443720721.0
18254126,2.1168394449370927e22,35540432383286.0
18254134,2.116840039677583e22,35540422427918.0
18254142,2.1168749837633215e22,35539837508234.0
18254142,2.1168274770296375e22,35540637508234.0
18254144,2.1168253511532934e22,35540673308234.0
18254155,2.1168284283593483e22,35540621798213.0
18254159,2.1168304731439214e22,35540587570203.0
18254160,2.1168186323899225e22,35540786970203.0
18254162,2.116819276587359e22,35540776186761.0
18254166,2.116815773665829e22,35540835176856.0
18254170,2.1167860833713463e22,35541335176856.0
18254176,2.1167841832209373e22,35541367176856.0
18254187,2.116778245272912e22,35541467176856.0
18254188,2.116777235825069e22,35541484176856.0
18254190,2.1167865272388536e22,35541328639232.0
18254195,2.1168120027351387e22,35540902188174.0
18254195,2.1168001265609493e22,35541102188174.0
18254200,2.1168001188414796e22,35541102318174.0
18254204,2.11680196409845e22,35541071429258.0
18254205,2.1168324479605988e22,35540561148493.0
18254207,2.1168325131066434e22,35540560058005.0
18254208,2.1168345131066434e22,35540526579773.0
18254219,2.1167751323092834e22,35541526579773.0
18254220,2.116754450526888e22,35541874883725.0
18254227,2.1167191360716386e22,35542469633725.0
18254230,2.1166203232078476e22,35544133900592.0
18254230,2.116619003006797e22,35544156137283.0
18254231,2.116581481899898e22,35544788132366.0
18254234,2.116581195579174e22,35544792955159.0
18254236,2.1165809159548466e22,35544797665159.0
18254237,2.1165813090548913e22,35544791083440.0
18254240,2.116577099051923e22,35544861996972.0
18254249,2.1165401399591514e22,35545484550168.0
18254252,2.11655966506938e22,35545157629342.0
18254252,2.11649827673249e22,35546191707190.0
18254252,2.1164994125937615e22,35546172687853.0
18254253,2.1165036125937614e22,35546102361470.0
18254257,2.1165275775019092e22,35545701089340.0
18254257,2.1164088537427753e22,35547701089340.0
18254265,2.1163643357744236e22,35548451089340.0
18254265,2.1163483097652997e22,35548721089340.0
18254278,2.115956638350829e22,35555321089340.0
18254282,2.115966313667577e22,35555158999344.0
18254287,2.116150869847803e22,35552067423803.0
18254292,2.116154679847803e22,35552003606627.0
18254293,2.116148745441623e22,35552103606627.0
18254297,2.1161250793610184e22,35552502406627.0
18254298,2.1161072767411287e22,35552802406627.0
18254301,2.116108228353003e22,35552786466530.0
18254304,2.1161081119817213e22,35552788427570.0
18254304,2.1161364711819224e22,35552313399635.0
18254307,2.1162344208180854e22,35550672801788.0
18254309,2.1163026135137766e22,35549530704462.0
18254310,2.116272941961438e22,35550030632279.0
18254312,2.116284706763293e22,35549833596240.0
18254314,2.1163156816543135e22,35549314841490.0
18254320,2.116306778706952e22,35549464841490.0
18254320,2.1163026240238707e22,35549534841490.0
18254325,2.116308616946396e22,35549434474998.0
18254327,2.116312255288443e22,35549373542128.0
18254328,2.116332601558303e22,35549032798298.0
18254328,2.116332703858303e22,35549031085073.0
18254333,2.1163610690664324e22,35548556057133.0
18254337,2.116331391596635e22,35549056057133.0
18254338,2.1162973755150564e22,35549629170458.0
18254341,2.1162975057334564e22,35549626989608.0
18254341,2.116302619793541e22,35549541341403.0
18254344,2.1163237992139894e22,35549186641452.0
18254348,2.1163895074695064e22,35548086244941.0
18254349,2.116388201837703e22,35548108241080.0
18254350,2.116387847004331e22,35548114219006.0
18254350,2.116383087982549e22,35548194395086.0
18254351,2.116385087982549e22,35548160902552.0
18254356,2.116385684018549e22,35548150921187.0
