blockNumber,amount0In,amount1In,amount0Out,amount1Out
18253116,0.0,1.6579353049980458e17,276899087.0,0.0
18253117,0.0,1.0515622093340003e17,175623228.0,0.0
18253119,0.0,3.873462203404557e17,646894824.0,0.0
18253138,0.0,2000000000000000.0,3340060.0,0.0
18253140,0.0,6.623165350299667e16,110608421.0,0.0
18253162,1400000.0,0.0,0.0,833292433524280.0
18253165,75.0,0.0,0.0,44640663872.0
18253167,100000000.0,0.0,0.0,5.952067543954472e16
18253194,200000000.0,0.0,0.0,1.1904009128607424e17
18253210,562449528.0,0.0,0.0,3.3476121526236736e17
18253215,0.0,4e16,66804595.0,0.0
18253222,0.0,300000000000000.0,501033.0,0.0
18253227,265620000.0,0.0,0.0,1.5808902589138112e17
18253229,0.0,4.490647565860147e16,75000000.0,0.0
18253229,297737855.0,0.0,0.0,1.7720202447689274e17
18253229,66804595.0,0.0,0.0,3.9758992204628184e16
18253251,99996675.0,0.0,0.0,5.951302643145319e16
18253252,49813823.0,0.0,0.0,2.96465426008028e16
18253254,98777995.0,0.0,0.0,5.878710995163424e16
18253264,0.0,1.7962051204005542e17,300000000.0,0.0
18253279,0.0,2e16,33403362.0,0.0
18253287,33403362.0,0.0,0.0,1.988017971556277e16
18253295,0.0,9912500000000000.0,16555551.0,0.0
18253301,0.0,3.553512297317641e16,59349505.0,0.0
18253306,0.0,6.586216514738658e16,110000000.0,0.0
18253310,0.0,1.9052701442989254e17,318204756.0,0.0
18253318,3000000000.0,0.0,0.0,1.7853380520067564e18
18253318,145912568.0,0.0,0.0,8.682476829368342e16
18253324,3490692.0,0.0,0.0,2077113221140661.0
18253325,0.0,5.425131199462834e16,90625535.0,0.0
18253329,0.0,8119475088676749.0,13563341.0,0.0
18253352,0.0,428742454719972.0,716201.0,0.0
18253354,200000000.0,0.0,0.0,1.190087095745502e17
18253355,0.0,2.4764426470732758e17,413681939.0,0.0
18253375,0.0,2.026635457294064e18,3384976084.0,0.0
18253376,0.0,8.131084850888488e16,135792026.0,0.0
18253377,0.0,1240000000000000.0,2070834.0,0.0
18253387,1588139.0,0.0,0.0,945268489699445.0
18253389,0.0,9974464467191134.0,16657622.0,0.0
18253397,114555191.0,0.0,0.0,6.818363941219022e16
18253401,0.0,1.01274657786656e17,169131639.0,0.0
18253419,0.0,5947500000000000.0,9932435.0,0.0
18253438,0.0,598795944637665.0,1000000.0,0.0
18253445,0.0,6.14719392140324e16,102658868.0,0.0
18253448,50000000.0,0.0,0.0,2.976059280473587e16
18253451,1000000000.0,0.0,0.0,5.951898324791863e17
18253460,0.0,1.492586323730033e16,24928103.0,0.0
18253471,0.0,1.7905049522382e16,29903668.0,0.0
18253472,1448198116.0,0.0,0.0,8.618816991791999e17
18253477,0.0,3592183223937374.0,6000000.0,0.0
18253480,0.0,3.052344102727501e16,50982999.0,0.0
18253482,80000000.0,0.0,0.0,4.7608880466406456e16
18253482,0.0,495806824168458.0,828144.0,0.0
18253493,0.0,1.9825e16,33113586.0,0.0
18253504,100000000.0,0.0,0.0,5.951086564409699e16
18253511,0.0,1.55156723209358e16,25915869.0,0.0
18253512,0.0,7.562767868011256e16,126320436.0,0.0
18253513,137384569.0,0.0,0.0,8.17589426211835e16
18253520,1974319.0,0.0,0.0,1174931363139219.0
18253522,0.0,7930000000000000.0,13245493.0,0.0
18253535,3033987.0,0.0,0.0,1805548745689842.0
18253578,220000000.0,0.0,0.0,1.3092264488036779e17
18253581,0.0,7598562893108184.0,12692082.0,0.0
18253582,1915394.0,0.0,0.0,1139848669334024.0
18253584,38984000.0,0.0,0.0,2.3199298152429836e16
18253589,52000000.0,0.0,0.0,3.0944993635175896e16
18253591,0.0,1.8e16,30066031.0,0.0
18253607,0.0,2.2697437529753492e16,37912234.0,0.0
18253615,500000000.0,0.0,0.0,2.975436591051429e17
18253615,198968148.0,0.0,0.0,1.1840049957550208e17
18253650,341520897.0,0.0,0.0,2.0322586499684666e17
18253651,111139238.0,0.0,0.0,6.6087307558941816e16
18253651,1786000000.0,0.0,0.0,1.0626914362727206e18
18253661,976358987.0,0.0,0.0,5.808886738595153e17
18253669,1326513.0,0.0,0.0,789186937420158.0
18253675,0.0,5452507382204370.0,9109993.0,0.0
18253677,0.0,1000000000000000.0,1670789.0,0.0
18253683,10000000.0,0.0,0.0,5949336527885740.0
18253689,75000000.0,0.0,0.0,4.461989030552146e16
18253690,0.0,3000000000000000.0,5012396.0,0.0
18253691,0.0,3.065321099825307e17,512144123.0,0.0
18253695,77000000.0,0.0,0.0,4.581118509205532e16
18253698,0.0,2.976039902743016e16,49722010.0,0.0
18253703,1588602.0,0.0,0.0,945140185519888.0
18253720,2485350035.0,0.0,0.0,1.4785317001149834e18
18253724,0.0,7000000000000000.0,11697235.0,0.0
18253724,3000000000.0,0.0,0.0,1.7843525400559905e18
18253765,398000000.0,0.0,0.0,2.3669569740603373e17
18253769,191058228.0,0.0,0.0,1.1362241303751712e17
18253776,72069457.0,0.0,0.0,4.285934001636851e16
18253776,215687875.0,0.0,0.0,1.2826718276783579e17
18253782,464629212.0,0.0,0.0,2.763032031221371e17
18253782,33681560.0,0.0,0.0,2.0029216605725652e16
18253782,479129158.0,0.0,0.0,2.849157917301612e17
18253782,19280613.0,0.0,0.0,1.1465080596051884e16
18253782,167210424.0,0.0,0.0,9.942984657650213e16
18253782,13841379.0,0.0,0.0,8230571740809315.0
18253786,15781230.0,0.0,0.0,9384065704358026.0
18253788,571080371.0,0.0,0.0,3.39577140335704e17
18253804,4953847.0,0.0,0.0,2945608105507046.0
18253808,6900000000.0,0.0,0.0,4.101813121283443e18
18253813,0.0,1e18,1672413735.0,0.0
18253817,1000000000.0,0.0,0.0,5.943702001172685e17
18253819,254170107.0,0.0,0.0,1.5106445022096314e17
18253819,0.0,1.2990504415279976e17,217259659.0,0.0
18253823,3000000000.0,0.0,0.0,1.7828547463058345e18
18253827,181790000.0,0.0,0.0,1.080229185715916e17
18253829,250000000.0,0.0,0.0,1.485522778839954e17
18253838,94006772.0,0.0,0.0,5.5859002475612056e16
18253846,200000000.0,0.0,0.0,1.1883914862100325e17
18253851,1000000.0,0.0,0.0,594191525830226.0
18253859,0.0,5.2494645349757816e16,87816785.0,0.0
18253865,0.0,1e16,16728651.0,0.0
18253869,1342836.0,0.0,0.0,797907605891631.0
18253876,28863847.0,0.0,0.0,1.7150760451473932e16
