project,version,block_minute,block_time,token_pair,project_contract_address,token_bought_amount,token_sold_amount,amount_usd,tx_hash,gas_price
camelot,1,2023-10-31 09:15:00.000 UTC,2023-10-31 09:15:12.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,3.597708,0.002,3.5989168298879997,0xf90bb4950d14f069573e8881e5043e7352e104e170594e607196aae057520457,1e+08
camelot,1,2023-10-31 09:16:00.000 UTC,2023-10-31 09:16:12.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,9.713642,0.0054,9.716905783711999,0x2975a89933934a22772b6621a5767341e9559d3972389b7bc5b750bdf13b2d38,1e+08
camelot,1,2023-10-31 09:16:00.000 UTC,2023-10-31 09:16:39.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,5.39636,0.003,5.398173176959999,0x4f2b4dd740da40c72c0524ecce22534455913716366d09d1b935f6c745041c18,1e+08
camelot,1,2023-10-31 09:17:00.000 UTC,2023-10-31 09:17:54.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,25.239156,0.01403177627980668,25.247636356416,0x022d80ec4c4681ab99896afdae48082a75c4a0ffc84aa2b79803355fa712f89b,1e+08
camelot,1,2023-10-31 09:18:00.000 UTC,2023-10-31 09:18:06.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,3.597291,0.002,3.5984996897759993,0x717f0d72283f21a5d7ed798206a45cdaf7f2d907e8658aa917aa766092600537,1e+08
camelot,1,2023-10-31 09:23:00.000 UTC,2023-10-31 09:23:07.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,14.388826,0.008,14.394811751616,0x3f05de57738c1d6934ff1b394c70063057af716acb8d76f10f4ba6bcd6981a74,1e+08
camelot,1,2023-10-31 09:24:00.000 UTC,2023-10-31 09:24:33.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,5.395669,0.003,5.397913598304,0x65322daae51f0b27e7b33a6c3a7620e1d42411bbe8840f1edb897a81e8af03b0,1e+08
camelot,1,2023-10-31 09:28:00.000 UTC,2023-10-31 09:28:25.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,3.59707,0.002,3.5988541467200004,0xc66ccced26d7ac4e4f03a969aebb5f0164c8a5555be028948bc5d14c347a57d1,1e+08
camelot,1,2023-10-31 09:28:00.000 UTC,2023-10-31 09:28:51.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,10.791006,0.006,10.796358338976,0x5ac6809d8ad2c39eb127d11b39b7d87fab6ee0382cccdac78b9c48ed5bd78849,1e+08
camelot,1,2023-10-31 09:31:00.000 UTC,2023-10-31 09:31:14.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,3.596933,0.002,3.5980840185600003,0x83ea7e87b4a6f13a27a203580b8015d9459eee6ef4db62b4ee10a97cf43c75d6,1e+08
camelot,1,2023-10-31 09:32:00.000 UTC,2023-10-31 09:32:44.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,101.847709,0.05663814880743948,101.88030026688,0x108ec607c785ac62b040464eb7f8a4f204f295d369efeb7f899e1cdefa99e278,1e+08
camelot,1,2023-10-31 09:34:00.000 UTC,2023-10-31 09:34:19.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,17.979333,0.01,17.985086386560003,0x1d09901b5bdabc04aadb96c8829f89509ae2b251b5271d13bd4a827acf1ffa2e,1e+08
camelot,1,2023-10-31 09:34:00.000 UTC,2023-10-31 09:34:50.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,1.977674,0.0011,1.97830685568,0xfce6316ebb63e47971354990aebbad94aae702373b4935183d74cf0257ffd2ef,1e+08
camelot,1,2023-10-31 09:36:00.000 UTC,2023-10-31 09:36:56.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,3.236172,0.0018,3.238107230856,0x1e9d5ef119101ed97c95664f7e6fd13b4886317aa3bf9d147b8f6a2df7545fa5,1e+08
camelot,1,2023-10-31 09:37:00.000 UTC,2023-10-31 09:37:00.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,503.130702,0.2800341884247925,503.431574159796,0x2d1ab91d580b9243a0e80f987d2daf87bd29ff02bbf4a746d337e48c4af324a1,1e+08
camelot,1,2023-10-31 09:39:00.000 UTC,2023-10-31 09:39:08.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,22.531217,0.012549204596341306,22.544690667766005,0x229cb3e187ada03e29a6e380f7bd1c256ec9ed5a78bb74e0dce4c3aec27d1edd,1e+08
camelot,1,2023-10-31 09:45:00.000 UTC,2023-10-31 09:45:11.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,2.154445,0.0012,2.1556105547449995,0xff27f6d1468a8e5b8c653c808596201dfe0fa97a940caec4719a3ebe5e9ecf0f,1e+08
camelot,1,2023-10-31 09:52:00.000 UTC,2023-10-31 09:52:26.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.001184812953714983,2.14,2.1353765383509766,0xfb08cd9c31a46054dfafc8060767371261ca67f1386ca2df763d2f8eb6b70e45,1e+08
camelot,1,2023-10-31 09:55:00.000 UTC,2023-10-31 09:55:07.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,12.567427,0.007,12.573283420982001,0x9f69e056cbbf1b6d1108099b2f5a41611601808bbb07ca6a72e1628d78d7585f,1e+08
camelot,1,2023-10-31 09:55:00.000 UTC,2023-10-31 09:55:55.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.07938848323074331,143.413508,143.0961532537502,0x1ac6e8913d29d2508d44c8552db896aad6237363c419df4205f7f85286cbf1ea,1e+08
camelot,1,2023-10-31 09:59:00.000 UTC,2023-10-31 09:59:11.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.001291997931036261,2.334413,2.3288004307342396,0xc55dc4c21eea2b165cc38bba91ce40f59be4cd4f8081dfd34c50484839601899,1e+08
camelot,1,2023-10-31 10:00:00.000 UTC,2023-10-31 10:00:53.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,2.334799,0.0013,2.336372654526,0x39512607173f0d57f4278e8dd5a1044d8d1f30927e827b4e8d859c60c11f148b,1e+08
camelot,1,2023-10-31 10:01:00.000 UTC,2023-10-31 10:01:13.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,2.334784,0.0013,2.336357644416,0xf027911b9a684865eb7b31426c00886a81267065132591b72a9fb0ee75142ef0,1e+08
camelot,1,2023-10-31 10:01:00.000 UTC,2023-10-31 10:01:44.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,11.076086,0.006167234805701968,11.083551281964,0x093603514eb078ef1e4fc3dc83279edd4dc9511d005c09e0aecaae7aba0e0759,1e+08
camelot,1,2023-10-31 10:01:00.000 UTC,2023-10-31 10:01:51.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,11.002682,0.006126725010985464,11.010097807668,0xc7072d09ac5a89d438b43f16aad1330e2af93ab4a9a9526458ea98d53735db98,1e+08
camelot,1,2023-10-31 10:01:00.000 UTC,2023-10-31 10:01:53.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,11.29221,0.006288130246320542,11.29982094954,0x963fd630834d0ae5990d66f3086d4ee767c7446d6d4c47d6a7d73c40c14da2e9,1e+08
camelot,1,2023-10-31 10:01:00.000 UTC,2023-10-31 10:01:48.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,11.367754,0.006329824531738103,11.375415866196,0xb5330b564b32c337b667c573c3b995d0f246d3e70932452dc2dd7952d19ae0f4,1e+08
camelot,1,2023-10-31 10:02:00.000 UTC,2023-10-31 10:02:05.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,2.154919,0.0012,2.1563714154060003,0x7da204faeed652a85f6580cdbd2ebd5a04856aebf18f5ddd555d8eb6bf7208a7,1e+08
camelot,1,2023-10-31 10:02:00.000 UTC,2023-10-31 10:02:11.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,2.334481,0.0013,2.3360544401939998,0x3b42c278a36dd3c41f7ca9c781d078c0dcdfd1a6335e7ca4e928ad169fa7cab2,1e+08
camelot,1,2023-10-31 10:05:00.000 UTC,2023-10-31 10:05:33.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.001107065615311449,2,1.9966260491826577,0x3b9358ca9db42df9ba7a52d5aa0afc602ad3f2018cb5d020b0568674c96ea80a,1e+08
camelot,1,2023-10-31 10:07:00.000 UTC,2023-10-31 10:07:29.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,3.591501,0.002,3.5931890054699998,0xcf4c6605e12a57e1e0f0f2fec78208a2c9997a9e4499f6ed3ef53b6cd3f3f5c8,1e+08
camelot,1,2023-10-31 10:07:00.000 UTC,2023-10-31 10:07:37.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.002352380119494597,4.249752,4.242588116912091,0xefdca1a303c965b95084676e3d49bec10e1fd167726be7953a8c15c34a2930cb,1e+08
camelot,1,2023-10-31 10:11:00.000 UTC,2023-10-31 10:11:31.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.001273919816551709,2.301452,2.2967245588647454,0x5b4058b69669449a32a603d4d03c6d1d7cab82f60c525664f343575c0c6f7fe7,1e+08
camelot,1,2023-10-31 10:11:00.000 UTC,2023-10-31 10:11:32.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,2.154908,0.0012,2.156160001548,0x5f6e1b84c3c138a0a61e2de2f19b0906b9e950f780f0f9861e4364ccf0bb9203,1e+08
camelot,1,2023-10-31 10:13:00.000 UTC,2023-10-31 10:13:54.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,2.226727,0.00124,2.228020728387,0xfbfe609b90d81cc8ccd3e9a6eeb6f97e05ada0ed622b914f0a582695ea69cd48,1e+08
camelot,1,2023-10-31 10:13:00.000 UTC,2023-10-31 10:13:47.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,2.011249,0.00112,2.012417535669,0xf5ddc0ff1b9392f6950b8218e22d0b799c8f48d6ea68737568bdf4802b2caff0,1e+08
camelot,1,2023-10-31 10:13:00.000 UTC,2023-10-31 10:13:56.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,2.11897,0.00118,2.12020112157,0x0395396f62cb2dcceb27151448ad75493b05130e2022bf3bb2b32d7c7c325b80,1e+08
camelot,1,2023-10-31 10:13:00.000 UTC,2023-10-31 10:13:59.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,2.514017,0.0014,2.515477643877,0x0476a7e4c254fa3d989a6208938181cc408ebdc0f1b8e74d3d43a47605dc87d9,1e+08
camelot,1,2023-10-31 10:20:00.000 UTC,2023-10-31 10:20:43.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,3.591424,0.002,3.5933921003519997,0x87242af4b16aa2ce4527f218f8da3b4b916e310ca0426a966fa426e595dc4dd3,1e+08
camelot,1,2023-10-17 23:55:00.000 UTC,2023-10-17 23:55:03.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,35.71153,0.02290081721775947,35.72192205523,0xb4496332dd9859539eda07b3d749fe6f48a43822dd708de548aa07ff59491387,1e+08
camelot,1,2023-10-17 23:59:00.000 UTC,2023-10-17 23:59:07.000 UTC,USDC.e-WETH,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0.15576875308647775,244.442395,243.95100189626365,0x118a5ccd89e036015eab0d5b1eb98c256186fddb145aa2221c7d74a35639755e,1e+08
